Номер ВСП/ПВЗ|Дата открытия ВСП/ПВЗ|Режим работы ВСП/ПВЗ|Точность|Широта|Долгота|Адрес
8644/0735|2021-02-24 17:08:47|ПН-ПТ 08:30-17:30, СБ 09:00-13:30, ВС выходной|96.08|53.41912999442738|83.93614001755424|Алтайский край,город Новоалтайск,улица Космонавтов, дом 16А
8644/0736|2021-05-12 12:42:00|ПН-ПТ 08:30-17:30, СБ 09:00-14:30, ВС выходной|91.2|53.41055928941461|83.9324580581617|Алтайский край,город Новоалтайск,улица 8 микрорайон, дом 1/2
8644/0752|2021-10-27 09:13:26|ПН-ЧТ 08:30-16:00, ПТ-ВС выходной|98.53|53.71924011942889|84.0207632502336|Алтайский край, Первомайский район , с Первомайское,улица Центральная, зд 7Б
8644/0764|2021-05-12 12:42:00|ПН-ПТ 08:30-16:45, СБ-ВС выходной|99.07|53.36224000591889|84.57428003874344|Алтайский край, с Косиха,улица Комсомольская, дом 21
8644/0767|2021-05-12 12:41:59|ПН-ПТ 08:30-18:00, СБ 09:00-14:00, ВС выходной|96.08|53.39288998553198|83.93759997744934|Алтайский край,город Новоалтайск,улица 22 Партсъезда, дом 10
8644/0768|2021-05-05 09:51:54|ПН-ПТ 08:30-17:00, СБ 08:30-13:00, ВС выходной|95.25|53.81683573137814|83.55599318885648|Алтайский край,рабочий поселок Тальменка,улица Партизанская, дом 49А
8644/0777|2021-10-27 09:13:26|ПН-ВТ 09:00-16:15, СР выходной, ЧТ-ПТ 09:00-16:15, СБ-ВС выходной|99.77|53.66257998331571|83.67959996856729|Алтайский край, Тальменский район, с.Озерки, ул.Новая, 1
8644/0782|2021-02-24 17:08:32|ПН-ПТ 08:30-16:45, СБ-ВС выходной|97.91|52.98296001878705|84.68028001705198|Алтайский край, Троицкий район , с Троицкое,улица Ленина, дом 23
8644/0788|2021-02-24 17:08:57|ПН-ПТ 09:00-18:30, СБ 09:00-15:30, ВС выходной|93.81|53.35933000000006|83.76420000000007|Алтайский край,город Бийск,улица Владимира Ленина, дом 153
8644/0794|2020-09-28 19:18:02|ПН-ПТ 09:00-18:00, СБ-ВС выходной|100.0|53.34919998578223|83.78492998135505|г Барнаул, проспект Комсомольский, дом 106А
8644/0795|2021-02-24 17:08:44|ПН-ПТ 08:45-18:00, СБ 08:45-14:00, ВС выходной|95.56|51.51755000069625|81.21323996280006|Алтайский край,город Рубцовск, проспект Ленина, дом 47
8644/0801|2020-09-28 19:18:02|ПН-ПТ 09:30-19:00, СБ-ВС выходной|100.0|53.34499998173908|83.65687000735517|г Барнаул, тракт Павловский, дом 297
8646/010|2021-05-12 12:41:59|ПН-ПТ 09:00-18:30, СБ 10:00-13:30, ВС выходной|96.0|56.25826001458719|93.53423999321376|Красноярский край,город Железногорск,улица Ленина, дом 48А
8646/0101|2021-08-17 12:37:13|ПН-ПТ 09:00-19:00, СБ 09:00-17:00, ВС выходной|79.21|56.0236324595242|93.00107068332834|"г Красноярск, проспект им.газеты ""Красноярский рабочий"", зд 141А"
8646/012|2021-05-05 09:51:54|ПН-ПТ 09:30-18:30, СБ-ВС выходной|93.77|56.24915001739242|93.52702996392128|Красноярский край,город Железногорск,улица Октябрьская, зд 16
8646/014|2021-05-05 09:51:54|ПН-ПТ 09:30-18:30, СБ-ВС выходной|96.15|56.25040998507777|93.53558000807442|Красноярский край,город Железногорск,улица Свердлова, дом 23
8646/015|2021-05-05 09:51:54|ПН-ПТ 09:30-18:30, СБ-ВС выходной|100.0|56.24002000000007|93.54259000000008|Красноярский край,город Железногорск, проспект Курчатова, дом 48
8646/016|2021-05-05 09:51:54|ПН-ПТ 09:30-18:30, СБ-ВС выходной|94.22|56.22476999472119|93.529029969838|Красноярский край,город Железногорск, проспект Ленинградский, зд 35
8646/018|2021-05-12 12:41:59|ПН-ПТ 09:00-18:00, СБ 10:00-15:00, ВС выходной|96.77|56.11790001677252|93.33390001828496|Красноярский край,город Сосновоборск,улица Ленинского Комсомола, дом 29
8646/0201|2021-06-07 13:59:09|ПН-ПТ 09:00-18:30, СБ 09:00-16:00, ВС выходной|90.08|56.26952998632078|90.49308997136217|Красноярский край,город Ачинск, мкр 8-й, зд 6
8646/0203|2021-02-24 17:08:58|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.83|56.2452800088773|90.47388996485336|Красноярский край,город Ачинск,улица Декабристов, дом 22
8646/0208|2021-06-07 13:59:09|ПН-ПТ 09:00-18:30, СБ 09:30-15:30, ВС выходной|94.59|56.25818000932139|90.487899980735|Красноярский край,город Ачинск, мкр 3-й, дом 39
8646/0212|2021-02-24 17:08:58|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.45|56.30277001592461|90.52399999952132|Красноярский край,город Ачинск,улица Кирова, дом 40А
8646/0214|2021-06-07 13:59:09|ПН-ПТ 08:30-17:30, СБ-ВС выходной|97.39|56.16591000750935|91.39067998686369|Красноярский край, пгт Козулька,улица Советская, дом 61
8646/0216|2021-05-12 12:41:59|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.0|56.21132999016498|89.53482000601235|Красноярский край,город Боготол,улица 40 лет Октября, дом 11
8646/025|2021-08-17 12:37:13|ПН-ПТ 09:00-18:30, СБ 10:00-15:00, ВС выходной|100.0|55.99354999884662|92.96514003210007|г Красноярск,улица Щорса, дом 15
8646/026|2020-09-28 19:18:01|ПН-ПТ 09:00-19:00, СБ-ВС выходной|79.21|56.0236324595242|93.00107068332834|"г Красноярск, проспект им.газеты ""Красноярский рабочий"", дом 181"
8646/027|2021-08-17 12:37:13|ПН-ПТ 08:30-18:30, СБ 09:00-16:30, ВС выходной|100.0|56.02668999043604|92.77972998692644|г Красноярск,улица Высотная, дом 27
8646/028|2021-05-05 09:51:54|ПН-ПТ 09:00-18:30, СБ-ВС выходной|100.0|55.98616998455773|92.88647000346634|г Красноярск,улица Александра Матросова, дом 18
8646/0301|2021-06-21 15:42:16|ПН-ПТ 09:00-18:00, СБ 09:00-14:30, ВС выходной|95.74|53.70760999792608|91.69670997732163|Красноярский край,город Минусинск,улица Штабная, дом 10
8646/0304|2021-02-24 17:08:48|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.0|53.69666000534625|91.67592000759947|Красноярский край,город Минусинск,улица Абаканская, дом 46
8646/0310|2021-05-05 09:51:53|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.0|53.68807999588927|91.66170002504333|Красноярский край,город Минусинск,улица Абаканская, дом 61
8646/0311|2021-09-21 12:27:07|ПН-ПТ 08:30-16:45, СБ-ВС выходной|96.1|54.37487000803225|92.14167998737736|Красноярский край, с Идринское,улица Майская, зд 1
8646/0312|2021-06-21 15:42:15|ПН-ПТ 09:00-18:00, СБ 09:00-13:00, ВС выходной|96.76|53.33212998850837|91.94312996787164|Красноярский край, пгт Шушенское, мкр 3-й, дом 8
8646/0313|2021-05-12 12:41:59|ПН-ПТ 08:30-17:00, СБ-ВС выходной|99.09|53.27799001861271|92.40335001256472|Красноярский край, с Ермаковское,улица Ленина, дом 87
8646/032|2021-06-07 13:59:09|ПН-ПТ 09:00-19:00, СБ 09:30-15:30, ВС выходной|100.0|55.9778999797897|92.85404997545015|г Красноярск,улица 60 лет Октября, дом 45
8646/0324|2021-06-21 15:42:15|ПН-ПТ 08:30-16:45, СБ-ВС выходной|99.85|54.31764998208621|91.56789001616085|Красноярский край, Краснотуранский район , с Краснотуранск,улица Ленина, дом 34
8646/0331|2021-05-12 12:41:59|ПН-ПТ 09:00-18:00, СБ 09:00-15:30, ВС выходной|95.65|53.69095000144605|91.67510998047658|Красноярский край,город Минусинск,улица Ванеева, дом 7
8646/0332|2021-09-21 12:27:07|ПН-ПТ 08:00-17:00, СБ-ВС выходной|98.9|53.87956432232551|92.64191482156593|Красноярский край, пгт Курагино,улица Партизанская, дом 45А
8646/0348|2021-05-12 12:41:59|ПН-ПТ 08:30-16:45, СБ-ВС выходной|99.15|53.60332998614913|92.86523998382745|Красноярский край, с Каратузское,улица Советская, дом 44
8646/035|2020-09-28 19:18:01|ПН-ПТ 09:00-18:30, СБ 09:30-14:30, ВС выходной|100.0|55.98448999970429|92.85525001252779|г Красноярск,улица Судостроительная, дом 90
8646/036|2021-05-05 09:51:53|ПН-ПТ 09:30-19:00, СБ-ВС выходной|100.0|56.01327999309325|92.81826000326231|г Красноярск,улица Копылова, дом 48
8646/038|2021-05-05 09:51:53|ПН-ПТ 09:30-18:30, СБ-ВС выходной|100.0|56.02722999454812|92.74506997910566|г Красноярск,улица Петра Словцова, дом 16
8646/039|2020-09-28 19:18:01|ПН-ПТ 09:30-18:30, СБ-ВС выходной|90.53|56.01022998616577|92.8770599760474|г Красноярск,улица Сурикова, дом 12 строение 6
8646/040|2021-06-07 13:59:09|ПН-ПТ 09:00-19:00, СБ 10:00-14:00, ВС выходной|80.0|56.0236324595242|93.00107068332834|"г Красноярск, проспект им.газеты ""Красноярский рабочий"", дом 83"
8646/0406|2021-10-27 09:13:30|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.65|56.20451998720156|95.71492998661239|Красноярский край,город Канск,улица Московская, дом 20
8646/0408|2021-02-24 17:08:52|ПН-ПТ 08:30-17:30, СБ-ВС выходной|95.56|56.19477602674542|95.72065079759871|Красноярский край,город Канск,улица Эйдемана, дом 10В
8646/041|2020-09-28 19:18:01|ПН-ПТ 09:00-19:30, СБ 09:00-15:30, ВС выходной|80.0|56.0236324595242|93.00107068332834|"г Красноярск, проспект им.газеты ""Красноярский рабочий"", дом 52"
8646/0418|2021-10-27 09:13:30|ПН-ПТ 08:30-17:00, СБ-ВС выходной|99.09|56.83882373182811|95.22534564322002|Красноярский край, с Дзержинское,улица Кирова, дом 3А
8646/0419|2021-08-17 12:37:13|ПН-ПТ 08:30-17:00, СБ-ВС выходной|99.11|57.21575000193704|94.89037995920069|Красноярский край, с Тасеево,улица Луначарского, дом 3
8646/042|2021-05-05 09:51:53|ПН-ПТ 08:30-18:00, СБ-ВС выходной|80.0|56.0236324595242|93.00107068332834|"г Красноярск, проспект им.газеты ""Красноярский рабочий"", дом 26"
8646/0421|2021-08-17 12:37:13|ПН-ПТ 08:30-16:45, СБ-ВС выходной|90.74|56.67590189912345|96.0669232473547|Красноярский край, п Абан,улица Пионерская, дом 1 строение 1
8646/0426|2021-06-07 13:59:09|ПН-ПТ 08:00-17:00, СБ 09:00-14:00, ВС выходной|92.84|56.23614930219792|96.07078874123384|Красноярский край,город Иланский,улица Красная, зд 29
8646/043|2021-05-05 09:51:53|ПН-ПТ 09:00-18:00, СБ-ВС выходной|100.0|55.99896001443219|93.01613997342815|г Красноярск,улица Львовская, дом 35
8646/0432|2021-05-05 09:51:53|ПН-ПТ 09:00-18:00, СБ 09:00-15:00, ВС выходной|90.18|56.2341099913391|95.7004499974197|Красноярский край,город Канск,улица 40 лет Октября, дом 62 строение 4
8646/0433|2021-10-27 09:13:30|ПН-ПТ 09:00-17:00, СБ 09:00-15:30, ВС выходной|98.89|58.38418998680274|97.47155996853093|Красноярский край, с Богучаны, пер Лазо, дом 7
8646/0439|2021-10-27 09:13:30|ПН выходной, ВТ-ПТ 08:30-17:00, СБ 08:30-15:30, ВС выходной|98.5|58.07229999828726|97.30531003200696|Красноярский край, Богучанский район , п Таежный,улица Строителей, зд 17
8646/044|2021-05-12 12:41:59|ПН-ПТ 09:00-18:00, СБ 09:30-15:30, ВС выходной|80.0|56.0236324595242|93.00107068332834|"г Красноярск, проспект им.газеты ""Красноярский рабочий"", дом 47"
8646/0443|2021-09-21 12:27:07|ПН-ПТ 09:00-18:30, СБ 09:00-14:30, ВС выходной|95.57|58.60982832646943|99.18744446353523|Красноярский край,город Кодинск, проспект Ленинского Комсомола, дом 10
8646/0448|2021-06-07 13:59:09|ПН-ПТ 08:30-17:30, СБ 08:30-15:30, ВС выходной|86.58|56.20564999347815|95.7045100236798|Красноярский край,город Канск,улица Урицкого, зд 4 строение 6
8646/045|2021-08-17 12:37:13|ПН-ПТ 09:00-19:00, СБ 10:00-15:00, ВС выходной|100.0|55.99625001940703|93.03051996651595|г Красноярск,улица Шевченко, дом 28
