Номер ВСП/ПВЗ|Дата открытия ВСП/ПВЗ|Адрес ВСП/ПВЗ|Режим работы ВСП/ПВЗ|Точность|Широта|Долгота
8620/034|2021-02-24 17:09:00|Республика Адыгея,город Адыгейск, проспект В.И.Ленина, дом 27|ПН-ПТ 08:00-17:00, СБ-ВС выходной|80.21|44.93194998937284|38.90381996468818
8620/067|2021-08-17 12:37:11|Республика Адыгея, Тахтамукайский район , аул Новая Адыгея,улица Тургеневское шоссе, дом 27|ПН-ВС 10:00-22:00|98.95|45.0121800159161|38.93022002602473
8633/010|2021-02-24 17:08:47|Республика Ингушетия,город Назрань, тер Центральный округ,улица Московская, дом 27|ПН-ПТ 08:30-17:00, СБ 09:00-14:00, ВС выходной|98.86|43.22416001615309|44.76758996246735
8633/04|2021-08-17 12:37:10|Республика Ингушетия,город Назрань, тер Центральный округ, проспект И.Базоркина, дом 10|ПН-ПТ 08:30-17:30, СБ-ВС выходной|98.9|43.23347000555762|44.75221000833074
8633/09|2021-02-24 17:08:52|Республика Ингушетия,город Карабулак,улица Градусова, дом 74А|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.23|43.30941401270064|44.91813051755351
6991/0389|2021-06-21 15:42:11|Самарская область,город Сызрань,улица Гидротурбинная, дом 12|ПН-ПТ 09:00-18:00, СБ 09:00-14:00, ВС выходной|96.15|53.17551999500745|48.49746998795192
6991/0393|2021-05-12 12:41:48|Самарская область,город Сызрань,улица Лазо, дом 28|ПН-ПТ 09:00-18:30, СБ 09:00-14:30, ВС выходной|95.24|53.11091999668204|48.42107003015516
6991/0398|2021-02-24 17:08:42|Самарская область,город Сызрань, проспект 50 лет Октября, дом 54|ПН-ПТ 09:00-18:30, СБ 09:00-14:30, ВС выходной|96.23|53.1215300192691|48.39862999897386
6991/0406|2021-05-12 12:41:48|Самарская область,город Октябрьск,улица Дзержинского, дом 41А|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.23|53.16306367563261|48.66861707698491
6991/0421|2021-06-21 15:42:11|Самарская область,город Похвистнево,улица Газовиков, дом 20|ПН-ПТ 08:00-17:00, СБ-ВС выходной|96.08|53.6478699946999|52.13258999964808
6991/0444|2021-06-21 15:42:10|Самарская область, Сергиевский район , пгт Суходол,улица Куйбышева, дом 14|ПН-ПТ 08:00-17:00, СБ-ВС выходной|100.0|53.90375998518604|51.22065997273691
6991/0509|2021-06-21 15:42:10|Самарская область, Красноярский район , пгт Новосемейкино,улица Жигулевская, дом 11|ПН выходной, ВТ-ПТ 08:30-17:30, СБ 08:30-15:00, ВС выходной|100.0|53.3720099941697|50.35499997919192
6991/0551|2020-09-25 10:59:46|Самарская область,город Новокуйбышевск,улица Дзержинского, дом 29|ПН-ПТ 09:00-18:00, СБ 09:00-13:00, ВС выходной|96.49|53.09606001390893|49.96979000511104
6991/0564|2021-06-21 15:42:10|Самарская область,город Новокуйбышевск, проспект Победы, дом 2|ПН-ПТ 09:00-18:00, СБ 09:00-13:00, ВС выходной|96.23|53.10038997936081|49.95879998894353
6991/0571|2020-11-17 10:21:45|Самарская область,город Чапаевск,улица Октябрьская, дом 10|ПН-ПТ 09:00-18:00, СБ 09:00-12:30, ВС выходной|96.0|52.9830100168395|49.71569001195752
6991/0576|2020-11-17 10:21:45|Самарская область,город Чапаевск,улица Ленина, дом 88|ПН-ПТ 09:00-18:30, СБ 09:00-12:30, ВС выходной|95.56|52.95657999019912|49.68967996057575
6991/0593|2021-05-12 12:41:47|Самарская область,город Отрадный,улица Сабирзянова, дом 7|ПН-ПТ 08:30-17:30, СБ-ВС выходной|95.92|53.37850001797941|51.35860003128582
6991/0594|2021-02-01 14:11:49|Самарская область,город Кинель,улица Д.Бедного, дом 44|ПН-ПТ 08:00-17:30, СБ 08:00-15:00, ВС выходной|77.96|53.22522000000004|50.62748000000005
6991/0595|2021-06-21 15:42:10|Самарская область,город Кинель, пгт Усть-Кинельский,улица Шоссейная, дом 95|ПН-ПТ 09:00-18:00, СБ-ВС выходной|98.11|53.26731271877837|50.56203451023742
6991/0651|2020-09-28 19:17:59|Самарская область,город Тольятти, бульвар 50 лет Октября, дом 10|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.23|53.53012998752769|49.40411002813099
6991/0659|2021-02-24 17:08:53|Самарская область,город Жигулевск,улица Комсомольская, дом 36|ПН-ПТ 08:30-18:00, СБ 09:00-13:00, ВС 09:00-13:30|96.23|53.40302001843369|49.50371997873472
6991/0660|2021-10-27 09:13:28|Самарская область,город Жигулевск,улица Пушкина, дом 3|ПН-ПТ 08:30-18:00, СБ 09:00-14:00, ВС выходной|95.65|53.40422001360182|49.49481001565923
6991/0675|2021-05-12 12:41:47|Самарская область,город Жигулевск, мкр В-1, дом 18|ПН-ПТ 08:30-18:00, СБ 09:00-14:00, ВС выходной|95.0|53.40271998820953|49.5224299791839
6991/0703|2020-09-28 19:17:59|Самарская область,город Тольятти,улица Льва Яшина, дом 16|ПН-ПТ 09:30-18:30, СБ 10:00-13:00, ВС выходной|95.83|53.54286000297537|49.35977001178998
6991/0720|2021-02-24 17:08:42|Самарская область,город Сызрань,улица Советская, дом 42|ПН-ПТ 09:00-18:30, СБ 09:00-15:00, ВС 09:30-14:00|95.74|53.15071999707757|48.46356996729205
6991/0724|2020-09-25 10:59:46|Самарская область,город Новокуйбышевск,улица Молодежная, дом 1|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.3|53.08933999067608|49.96247000524889
6991/0725|2021-08-17 12:37:10|Самарская область,город Отрадный,улица Первомайская, дом 30А|ПН-ПТ 08:00-18:00, СБ 08:00-14:30, ВС выходной|96.15|53.3768827017714|51.34942077424811
8588/0161|2021-05-12 12:41:47|Ульяновская область, Барышский район ,город Барыш,улица 45 Стрелковой Дивизии, дом 1Б|ПН-ПТ 08:00-16:30, СБ 08:00-13:00, ВС выходной|98.92|53.65223998373943|47.10677001024911
8588/0269|2021-05-05 09:51:52|Ульяновская область,город Димитровград,улица Куйбышева, дом 36А|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.36|54.20126106165974|49.63224546807083
8588/0271|2021-02-24 17:08:54|Ульяновская область,город Димитровград,улица Куйбышева, дом 257|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.36|54.22868999383817|49.6110199902258
8588/0273|2021-05-05 09:51:52|Ульяновская область,город Димитровград,улица Мориса Тореза, дом 8|ПН-ПТ 09:00-18:30, СБ 09:00-15:00, ВС выходной|96.43|54.23515001043452|49.56181000432085
8588/0306|2021-02-24 17:08:35|Ульяновская область, Ульяновский район ,рабочий поселок Ишеевка,улица Первомайская, дом 10|ПН-ПТ 08:00-17:00, СБ-ВС выходной|99.09|54.43036000916285|48.25968000491136
8588/0313|2021-06-21 15:42:08|Ульяновская область,город Новоульяновск,улица Комсомольская, дом 15А/10|ПН-ПТ 08:00-17:30, СБ-ВС выходной|95.48|54.1513968542822|48.3846704838981
8621/0505|2021-02-24 17:08:48|Волгоградская область,город Михайловка,улица Коммуны, дом 113|ПН-ПТ 08:00-17:30, СБ 09:00-13:30, ВС выходной|96.23|50.07360000166744|43.23747999185579
8621/0537|2021-02-24 17:08:41|Волгоградская область,город Урюпинск, проспект Ленина, дом 38|ПН-ПТ 08:30-18:00, СБ-ВС выходной|95.05|50.79778868643674|42.01846199603959
8621/0538|2021-05-12 12:41:46|Волгоградская область,город Урюпинск, проспект Ленина, дом 88|ПН-ПТ 08:30-18:00, СБ-ВС выходной|96.15|50.79568000547386|41.99659999552955
8621/0543|2021-02-24 17:08:40|Волгоградская область,город Урюпинск,улица Черняховского, дом 3|ПН-ПТ 08:30-18:00, СБ 08:30-13:30, ВС выходной|96.36|50.79586998130935|42.00500997808064
8621/0624|2021-02-24 17:08:52|Волгоградская область,город Камышин,улица Базарова, дом 101|ПН-ПТ 08:30-18:30, СБ 09:00-14:00, ВС выходной|96.08|50.08746999785652|45.37927996617708
8621/0627|2021-02-24 17:08:52|Волгоградская область,город Камышин,улица Пролетарская, дом 107|ПН-ПТ 08:30-18:00, СБ 08:00-14:00, ВС выходной|96.36|50.07522001400366|45.39830998768952
8621/0638|2021-05-12 12:41:46|Волгоградская область, Камышинский район ,город Петров Вал,улица 30 лет Победы, дом 7|ПН-ПТ 08:30-17:30, СБ-ВС выходной|99.29|50.1390099852062|45.2139900090238
8621/0709|2021-02-01 14:11:50|Волгоградская область,город Волжский,улица Мира, дом 71|ПН-ПТ 08:30-18:00, СБ 09:00-14:30, ВС выходной|95.74|48.77125999367388|44.80513996668398
8621/0713|2021-05-12 12:41:46|Волгоградская область,город Волжский, проспект имени Ленина, дом 53|ПН-ПТ 08:30-18:00, СБ 09:00-13:00, ВС выходной|90.37|48.7286500021483|44.5381299986216
8621/0716|2021-05-12 12:41:45|Волгоградская область,город Волжский,улица Энгельса, дом 39|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.08|48.78991999607064|44.76720003633164
8621/0721|2021-05-12 12:41:45|Волгоградская область,город Волжский, бульвар Профсоюзов, дом 16|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.36|48.77728000226304|44.77762997372898
8621/0724|2020-09-25 10:59:46|Волгоградская область,город Волжский, проспект имени Ленина, дом 97|ПН-ПТ 08:30-18:00, СБ 09:00-14:00, ВС выходной|90.37|48.76654999273202|44.56005001652989
8621/0725|2021-12-13 14:19:17|Волгоградская область,город Волжский,улица 40 лет Победы, дом 61Г|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.36|48.76118000073413|44.81454001963814
8621/0727|2020-09-25 10:59:46|Волгоградская область,город Волжский,улица Мира, дом 36|ПН-ПТ 08:30-18:00, СБ 08:30-14:30, ВС выходной|95.74|48.77611998877308|44.79737002625939
8621/0728|2021-05-12 12:41:45|Волгоградская область,город Волжский, проспект имени Ленина, дом 22|ПН-ПТ 08:30-17:30, СБ-ВС выходной|90.37|48.71092998828317|44.52408997552661
8621/0787|2021-02-01 14:11:50|Волгоградская область,город Волжский,площадь Труда, дом 19|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.0|48.78358998279253|44.78398999422043
8622/0315|2021-12-13 14:19:16|Саратовская область,город Красноармейск,улица Ленина, дом 75|ПН-ПТ 08:30-17:00, СБ 08:30-13:30, ВС выходной|96.15|51.02522999095973|45.6952099901136
8622/0341|2021-05-12 12:41:45|Саратовская область,город Энгельс, проспект Строителей, дом 12|ПН-ПТ 08:30-17:30, СБ 08:30-13:30, ВС выходной|96.23|51.47683000260815|46.12980999337967
8622/0342|2021-05-12 12:41:45|Саратовская область,город Энгельс,улица Ломоносова, дом 21|ПН-ПТ 08:30-17:30, СБ 08:30-14:00, ВС выходной|96.0|51.47210998529201|46.14510998415997
8622/0343|2021-08-17 12:37:09|Саратовская область, Энгельсский район , мкр Энгельс-19 (рп Приволжский),улица 3-й квартал, дом 9|ПН-ПТ 08:30-18:00, СБ 08:30-13:30, ВС выходной|95.78|51.44486115928746|46.31567856744035
8622/0344|2021-02-24 17:08:37|Саратовская область,город Энгельс,улица Тельмана, дом 26|ПН-ПТ 08:30-18:00, СБ 08:30-15:00, ВС выходной|95.83|51.48794998018442|46.12291001068564
8622/0348|2021-02-24 17:08:37|Саратовская область,город Энгельс,площадь Свободы, дом 14|ПН-ПТ 09:00-18:00, СБ 09:00-13:30, ВС выходной|95.92|51.49772001034475|46.12402002612316
8622/0349|2021-02-24 17:08:37|Саратовская область,город Энгельс, проспект Фридриха Энгельса, дом 11|ПН-ПТ 08:30-18:00, СБ 09:00-14:00, ВС выходной|96.61|51.4823299979243|46.1317000287267
8622/0363|2021-05-12 12:41:44|Саратовская область,город Маркс, проспект Ленина, дом 46А|ПН-ПТ 08:30-17:30, СБ 08:30-12:30, ВС выходной|95.83|51.70783374095971|46.74904506517043
8622/0373|2021-02-24 17:08:55|Саратовская область,город Вольск,улица Пугачева, дом 45|ПН-ПТ 08:30-17:30, СБ 09:00-13:00, ВС выходной|95.74|52.03951001262269|47.38893001684403
8622/0376|2021-06-21 15:42:07|Саратовская область,город Вольск,улица Комсомольская, дом 191|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.23|52.05287001191306|47.36785003327199
8622/0378|2021-05-12 12:41:44|Саратовская область,город Вольск,улица Ленина, дом 50А|ПН-ПТ 08:30-17:30, СБ-ВС выходной|95.65|52.04130000995534|47.38286001020245
8622/0380|2021-12-13 14:19:16|Саратовская область,город Шиханы,улица Школьная, дом 7|ПН-ПТ 08:30-17:00, СБ-ВС выходной|90.43|51.20223001167281|43.71953003281706
8622/0402|2021-03-30 18:30:21|Саратовская область,город Хвалынск,улица Советская, дом 128|ПН-ПТ 08:30-17:00, СБ 08:30-12:00, ВС выходной|96.08|52.4940700095585|48.1101999935276
8622/0456|2021-05-12 12:41:44|Саратовская область,город Балаково,улица Ленина, дом 47|ПН-ПТ 09:00-18:30, СБ 09:00-13:00, ВС выходной|95.74|52.03437002004793|47.78290997621738
8622/0460|2021-06-21 15:42:07|Саратовская область,город Балаково,улица Ленина, дом 114|ПН-ПТ 09:00-18:00, СБ 09:00-12:30, ВС выходной|95.83|52.02377001383516|47.78234000680146
8622/0465|2021-12-13 14:19:16|Саратовская область,город Балаково,улица Комарова, дом 107|ПН-ПТ 08:30-18:00, СБ 08:30-13:00, ВС выходной|96.0|52.00747999456129|47.79744000537201
8622/0470|2021-02-24 17:08:58|Саратовская область,город Балаково,улица Трнавская, дом 46|ПН-ПТ 08:30-18:30, СБ 09:00-13:00, ВС выходной|96.0|52.02705002018578|47.83663001276395
8622/0563|2021-02-24 17:08:45|Саратовская область,город Пугачев,улица Бубенца, дом 21/5|ПН-ПТ 08:00-17:00, СБ 08:00-12:30, ВС выходной|95.0|52.00954998936948|48.81570998058456
8622/0621|2021-05-12 12:41:44|Саратовская область,город Балашов,улица Володарского, дом 39|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.15|51.55408998558022|43.14523999725714
8622/0622|2021-05-12 12:41:44|Саратовская область,город Балашов,улица Привокзальная, дом 1|ПН выходной, ВТ-СБ 08:00-17:00, ВС выходной|96.15|51.53557000287603|43.15865003650944
8622/0636|2021-02-24 17:08:58|Саратовская область,город Балашов,улица Строителей, дом 9|ПН-ПТ 08:30-17:30, СБ-ВС выходной|95.92|51.55598002092725|43.2076000157779
8622/0637|2021-12-13 14:19:15|Саратовская область,город Балашов,улица Гагарина, дом 59|ПН-ПТ 08:30-17:30, СБ-ВС выходной|95.83|51.5491900088029|43.14995004010851
8622/0704|2021-03-30 18:30:22|Саратовская область,город Аткарск,улица Советская, дом 115|ПН-ПТ 08:00-16:15, СБ 08:30-12:45, ВС выходной|96.0|51.87353998975527|44.99780999729307
8623/0100|2021-06-21 15:42:07|Оренбургская область,город Бугуруслан,улица Промысловая, дом 37|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.36|53.61294998024263|52.42236001995502
8623/0329|2021-02-24 17:08:56|Оренбургская область,город Бузулук,улица Комсомольская, дом 100|ПН-ПТ 08:00-18:30, СБ 09:00-15:00, ВС 09:00-13:00|96.36|52.78805000837335|52.26202997018677
8623/0339|2021-05-12 12:41:43|Оренбургская область,город Бузулук,улица Гая, дом 62|ПН-ПТ 08:30-17:45, СБ 09:00-13:00, ВС выходной|95.45|52.79714998919385|52.23834002960396
8623/0355|2021-05-12 12:41:43|Оренбургская область,город Бузулук,улица М.Горького, дом 48|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.0|52.79312001205659|52.26297997509269
8623/0356|2021-02-24 17:08:56|Оренбургская область,город Бузулук, мкр 2-й, дом 34|ПН-ПТ 08:30-17:00, СБ 09:00-14:00, ВС выходной|95.12|52.77426001745008|52.24743003595967
8623/0417|2021-10-27 09:13:28|Оренбургская область,город Ясный,улица Ленина, дом 1|ПН-ПТ 09:00-18:30, СБ 10:00-14:00, ВС выходной|95.45|51.03356001015453|59.87979996012515
8623/0428|2021-02-24 17:08:50|Оренбургская область,город Кувандык,улица Оренбургская, дом 23|ПН-ПТ 08:30-17:00, СБ 09:00-14:00, ВС выходной|96.3|51.47797999972383|57.35023998531989
8623/0443|2021-03-03 11:41:54|Оренбургская область,город Медногорск,улица Советская, дом 30|ПН-ПТ 09:00-17:30, СБ 09:00-14:00, ВС выходной|96.23|51.40558998631573|57.58069001956875
8623/0493|2021-05-12 12:41:43|Оренбургская область,город Орск,улица Добровольского, дом 25|ПН-ПТ 09:00-18:00, СБ 09:00-14:30, ВС выходной|96.15|51.25258999469344|58.43975001873437
8623/0497|2021-02-24 17:08:46|Оренбургская область,город Орск, проспект Ленина, дом 47|ПН-ПТ 09:00-18:00, СБ 09:00-15:30, ВС выходной|95.74|51.23630001732909|58.47133998687906
8623/0500|2021-02-24 17:08:46|Оренбургская область,город Новотроицк,улица Советская, дом 82|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.23|51.19527998901683|58.29798999163228
8623/0503|2021-05-12 12:41:43|Оренбургская область,город Новотроицк,улица Мира, дом 9|ПН-ПТ 09:00-18:00, СБ-ВС выходной|95.74|51.20618999991854|58.2988400004333
8623/0506|2021-02-24 17:08:47|Оренбургская область,город Новотроицк,улица Советская, дом 62|ПН-ПТ 09:00-18:00, СБ 09:30-15:00, ВС выходной|96.23|51.1963499808667|58.31708002757145
8623/087|2021-02-24 17:08:56|Оренбургская область,город Бугуруслан,улица Революционная, дом 13|ПН-ПТ 08:00-18:00, СБ 08:30-15:30, ВС 09:00-14:00|96.49|53.64995998034718|52.43509003540274
8624/0281|2021-02-24 17:08:50|Пензенская область,город Кузнецк,улица Стекловская, дом 89|ПН-ПТ 08:30-18:00, СБ 08:30-14:30, ВС 08:30-13:00|96.0|53.11876998428198|46.59864001283358
8624/0282|2021-02-24 17:08:50|Пензенская область,город Кузнецк,улица Белинского, дом 82|ПН-ПТ 08:30-17:00, СБ 08:30-12:30, ВС выходной|95.92|53.11841999791488|46.58817000993909
8624/0300|2021-05-12 12:41:41|Пензенская область,город Кузнецк,улица Победы, влд 43|ПН-ПТ 08:30-17:00, СБ 08:30-13:30, ВС выходной|91.96|53.10548001579264|46.5864999995504
8624/0304|2021-05-12 12:41:41|Пензенская область,город Кузнецк,улица Молодой Гвардии, дом 125|ПН-ПТ 08:30-17:00, СБ 08:30-13:00, ВС выходной|96.3|53.11126000858437|46.62096998962619
8624/035|2021-02-24 17:08:53|Пензенская область,город Заречный,улица Комсомольская, дом 1А|ПН-ПТ 09:00-18:30, СБ 09:00-13:30, ВС выходной|96.23|53.19253999422889|45.17805997523388
8624/038|2021-02-24 17:08:53|Пензенская область,город Заречный,улица Ленина, дом 18Б|ПН-ПТ 08:30-17:30, СБ 09:00-13:00, ВС выходной|95.74|53.19163998737542|45.1679300261512
8625/0269|2021-05-12 12:41:40|Астраханская область,город Знаменск,улица Ленина, дом 46|ПН-ПТ 09:00-18:30, СБ 08:00-14:00, ВС выходной|95.83|48.58473000050742|45.72117000153344
8617/0102|2021-02-24 17:08:43|Республика Коми,город Сосногорск,улица Зои Космодемьянской, дом 2А|ПН-ПТ 08:30-17:00, СБ 09:30-12:30, ВС выходной|96.49|63.60386001113983|53.86505998385374
8617/0107|2021-05-05 09:51:51|Республика Коми,город Сосногорск, пгт Нижний Одес,улица Школьная, дом 6|ПН-ПТ 08:30-17:00, СБ-ВС выходной|99.15|63.63975999580686|54.84727998024192
8617/0115|2021-02-24 17:08:40|Республика Коми,город Ухта, проспект Ленина, дом 33|ПН-ПТ 09:00-18:30, СБ 10:00-15:00, ВС выходной|95.24|63.56544000728309|53.66952996406218
8617/0123|2021-05-05 09:51:51|Республика Коми,город Печора,улица Советская, дом 44|ПН-ПТ 09:00-17:30, СБ-ВС выходной|95.45|65.14502001234564|57.21847001333649
8617/0132|2021-05-05 09:51:51|Республика Коми,город Воркута,улица Московская, дом 15|ПН-ПТ 09:30-17:45, СБ-ВС выходной|95.65|67.49300998518848|64.03551000358328
8617/0139|2021-05-05 09:51:51|Республика Коми,город Воркута,улица Ленина, дом 31|ПН-ПТ 09:30-18:00, СБ-ВС выходной|95.24|67.49513001995865|64.05376997965098
8617/0140|2021-05-12 12:41:40|Республика Коми,город Воркута,улица Ленина, дом 60|ПН-ПТ 09:30-17:30, СБ 09:30-14:00, ВС выходной|95.24|67.50263999565627|64.065540015728
8617/0153|2021-05-05 09:51:51|Республика Коми,город Инта,улица Куратова, дом 70|ПН-ПТ 09:30-17:45, СБ-ВС выходной|95.12|66.03077000287863|60.09390997704767
8617/0162|2021-03-03 11:41:50|Республика Коми,город Усинск,улица Мира, дом 4|ПН выходной, ВТ-СБ 09:30-17:45, ВС выходной|94.74|65.99614000227123|57.56557996271437
8617/0167|2021-02-24 17:08:40|Республика Коми,город Ухта, проспект Ленина, дом 75|ПН-ПТ 09:00-18:30, СБ 09:00-14:30, ВС выходной|95.24|63.57202001082339|53.64479002246856
8617/0168|2021-02-24 17:08:45|Республика Коми,город Печора,улица Гагарина, дом 21|ПН-ПТ 08:30-18:00, СБ 09:00-15:00, ВС выходной|95.35|65.11896997928571|57.15782996134732
8617/057|2021-05-12 12:41:40|Республика Коми, Усть-Вымский район , пгт Жешарт,улица Гагарина, дом 2|ПН-ПТ 08:30-16:45, СБ-ВС выходной|100.0|62.09009999040984|49.58981997780029
8617/089|2021-05-05 09:51:50|Республика Коми,город Ухта,улица Косолапкина, дом 10|ПН-ПТ 09:00-17:30, СБ-ВС выходной|94.35|63.55761581759565|53.69718849481131
8617/095|2021-02-24 17:08:40|Республика Коми,город Ухта,улица 30 лет Октября, дом 5|ПН-ПТ 09:00-18:00, СБ 10:00-15:00, ВС выходной|95.45|63.56347000857977|53.6905399587427
8626/01251|2021-05-12 12:41:39|Калининградская область,город Светлый,улица Калининградская, дом 21|ПН-ПТ 09:00-17:30, СБ 10:00-14:00, ВС выходной|96.61|54.6779400132028|20.13862996368604
8626/01303|2021-05-05 09:51:50|Калининградская область,город Пионерский,улица Комсомольская, дом 6|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.61|54.95147998675307|20.22399000833929
8626/01841|2021-02-24 17:08:43|Калининградская область,город Советск,улица Гончарова, дом 12|ПН-ПТ 08:30-18:00, СБ 09:00-15:30, ВС выходной|96.23|55.07899999855039|21.89277999191208
8627/01321|2021-02-24 17:08:35|Мурманская область, Кольский район , пгт Мурмаши,улица Советская, дом 35|ПН-ПТ 09:45-18:00, СБ-ВС выходной|100.0|68.81187998634385|32.81095998026942
8627/01328|2021-03-30 18:30:22|Мурманская область,город Заозерск,улица Ленинского Комсомола, дом 12|ПН-ПТ 10:00-18:00, СБ-ВС выходной|96.61|69.40111000994273|32.44633998370094
8627/01366|2021-08-17 12:37:07|Мурманская область,город Мончегорск, проспект Металлургов, дом 32|ПН-ПТ 10:00-18:15, СБ 10:00-17:30, ВС выходной|96.43|67.93984999784263|32.93818997821685
8627/01375|2021-03-30 18:30:20|Мурманская область, Ловозерский район , пгт Ревда,улица Победы, дом 27|ПН-ПТ 10:00-18:00, СБ-ВС выходной|100.0|67.94121000354235|34.55415997400607
8627/01377|2021-09-21 12:27:03|Мурманская область,город Североморск,улица Сафонова, дом 12|ПН-ПТ 10:00-18:15, СБ 10:30-15:30, ВС выходной|96.08|69.0754900030212|33.41913997820538
8627/01388|2021-05-05 09:51:49|Мурманская область,город Апатиты,улица Московская, дом 2|ПН-ПТ 09:45-18:00, СБ-ВС выходной|95.83|67.57009000869937|33.41004997184967
8627/01397|2021-03-30 18:30:22|Мурманская область,город Кировск, проспект Ленина, дом 24|ПН-ПТ 09:30-18:00, СБ-ВС выходной|95.83|67.6104099804584|33.65770998115545
8627/01398|2021-03-30 18:30:22|Мурманская область,город Кировск,улица Юбилейная, дом 2|ПН-ПТ 10:00-18:15, СБ-ВС выходной|95.74|67.61540002078536|33.6717899859286
8627/01413|2021-03-03 11:41:52|Мурманская область,город Полярный,улица Советская, дом 14|ПН-ПТ 09:30-18:00, СБ-ВС выходной|95.92|69.19607000853682|33.4603500242626
8627/01414|2021-03-30 18:30:22|Мурманская область,город Гаджиево,улица Ленина, дом 38|ПН-ПТ 10:30-18:30, СБ-ВС выходной|94.55|69.24929860023433|33.31458258187503
8627/01710|2021-02-24 17:08:44|Мурманская область,город Североморск,улица Вице-адмирала Падорина, дом 5|ПН-ПТ 09:00-18:30, СБ 10:00-16:00, ВС выходной|96.77|69.06772002068709|33.4035499735752
8627/01711|2021-03-30 18:30:22|Мурманская область, Печенгский район ,город Заполярный,улица Юбилейная, дом 6|ПН-СР 09:30-18:30, ЧТ-ПТ 10:00-18:30, СБ 10:00-14:00, ВС выходной|99.23|69.42730999525045|30.80367999654433
8627/01848|2021-02-24 17:08:48|Мурманская область,город Мончегорск, проспект Металлургов, дом 7|ПН-ПТ 09:30-17:45, СБ-ВС выходной|96.36|67.93876998961846|32.90549996909942
8627/01849|2021-02-24 17:08:59|Мурманская область,город Апатиты,улица Ферсмана, дом 32|ПН-ПТ 09:00-18:30, СБ 10:00-16:00, ВС выходной|95.74|67.56807998640838|33.38795996894498
8628/01210|2021-02-24 17:08:50|Республика Карелия,город Костомукша, проспект Горняков, дом 6А|ПН-ПТ 09:45-18:00, СБ-ВС выходной|96.23|64.59144491736211|30.60387743951445
8628/01215|2021-08-17 12:37:07|Республика Карелия,город Сортавала,улица Карельская, дом 13|ПН-ПТ 09:00-17:15, СБ 10:00-13:00, ВС выходной|96.08|61.70243001156601|30.68918001404461
8628/01847|2021-02-24 17:08:50|Республика Карелия,город Костомукша,улица Калевала, дом 14|ПН-ПТ 09:00-19:00, СБ 10:00-15:00, ВС выходной|96.0|64.58227998790437|30.60134001569884
8630/01573|2021-02-24 17:08:56|Псковская область,город Великие Луки, проспект Ленина, дом 48|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.08|56.33963999633662|30.5308099885149
8630/01576|2021-06-21 15:42:05|Псковская область,город Великие Луки,улица Ставского, дом 19|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.08|56.34469998364557|30.49758999165968
8630/01700|2021-06-07 13:59:05|Псковская область,город Великие Луки,улица Вокзальная, дом 11|ПН-ПТ 09:00-18:30, СБ 09:00-13:30, ВС выходной|96.15|56.34686000009387|30.55958003297428
8630/01851|2021-02-24 17:08:56|Псковская область,город Великие Луки, проспект Ленина, дом 41|ПН-ПТ 08:30-18:00, СБ 08:30-14:00, ВС 09:00-13:30|96.08|56.34341000874684|30.52230000985892
8637/0186|2021-02-24 17:08:47|Архангельская область,город Новодвинск,улица Мира, дом 3|ПН-ПТ 09:30-17:45, СБ-ВС выходной|95.83|64.41782000680354|40.78960996157937
8637/0188|2021-03-03 11:41:53|Архангельская область,город Новодвинск,улица Добровольского, дом 6|ПН-ПТ 09:00-18:30, СБ 09:30-14:00, ВС выходной|96.55|64.4128199920118|40.82219000012716
8637/0233|2021-05-12 12:41:38|Архангельская область,город Коряжма,улица Советская, дом 8|ПН-ПТ 09:30-17:15, СБ-ВС выходной|96.0|61.30904001244764|47.19130996949565
8637/0234|2021-03-03 11:41:55|Архангельская область,город Коряжма, проспект Ленина, дом 21А|ПН-ПТ 09:45-18:00, СБ-ВС выходной|96.15|61.31390998201161|47.17364997005726
8637/0252|2021-05-12 12:41:38|Архангельская область,город Северодвинск,улица Ломоносова, дом 102А|ПН-ПТ 09:00-19:00, СБ 09:30-15:00, ВС выходной|96.61|64.55099998253911|39.78013000440791
8637/0268|2021-03-03 11:41:54|Архангельская область,город Мирный,улица Гагарина, дом 12|ПН-ВТ 09:00-17:45, СР 09:00-20:00, ЧТ-ПТ 09:00-17:45, СБ 10:00-14:30, ВС выходной|95.92|62.76011001912883|40.3366799933541
