ID точки|Адрес|Тип Пункта|Название пункта приема/выдачи|Время работы|Широта|Долгота
5305-033|город Великий Новгород,Новгородская обл., Людогоща ул., д. 6/13|Постамат|Постамат: Халва: 5305-033: Совкомбанк|Пн-Пт: 10-19 (обед: 13-13:45); Сб-Вс: 10-17|58.5244|31.267274
2215-019|город Бийск,Алтайский край, Владимира Ленина ул., д. 240|Постамат|Постамат: Халва: 2215-019: Совкомбанк|Пн-Пт: 9-18; Сб: 9-16; Вс: Выходной|52.544155|85.223458
3105-042|город Белгород,Белгородская обл., Народный б-р, д. 2Б|Постамат|Постамат: Халва: 3105-042: ТЦ Ступеньки|Ежедневно: 9-21|50.598963|36.606613
2205-070|город Барнаул,Алтайский край, Балтийская ул., д. 2|Постамат|Постамат: Халва: 2205-070: Совкомбанк|Пн-Пт: 9-19; Сб-Вс: 10-16|53.334378|83.691175
3005-036|город Астрахань,Астраханская обл., Ахшарумова ул., д. 6/42|Постамат|Постамат: Халва: 3005-036: Совкомбанк|Пн-Пт: 9-18; Сб-Вс: Выходной|46.336357|48.021248
2905-060|город Архангельск,Архангельская обл., Новгородский пр-кт, д. 32|Постамат|Постамат: Халва: 2905-060: ТЦ Объект 32|Пн-Сб: 10-20; Вс: 10-19|64.533497|40.552666
2315-042|город Новороссийск,Краснодарский край, Мира ул., д. 1|Постамат|Постамат: Халва: 2315-042: Магнит|Круглосуточно|44.727696|37.767357
1605-204|город Казань,Татарстан респ., Юлиуса Фучика ул., д. 88|Постамат|Постамат: Халва: 1605-204: Магнит Косметик|Ежедневно: 9:30-21:30|55.762014|49.232448
5905-172|город Пермь,Пермский край, Архитектора Свиязева ул., д. 43|Постамат|Постамат: Халва: 5905-172: AutoShop.PRO|Пн-Пт: 10-19; Сб: 10-16; Вс: Выходной|57.9626|56.158099
4892-008|город Грязи,Липецкая обл., Ленинская ул., д. 2|ПВЗ|ПВЗ: Ситилинк: 4892-008|Пн-Пт: 9-19 (обед: 14:30-15); Сб-Вс: Выходной|52.491292|39.956233
7102-060|город Тула,Тульская обл., Максима Горького ул., д. 11|ПВЗ|ПВЗ: Ситилинк: 7102-060|Ежедневно: 9-20|54.214421|37.616047
7802-299|город Санкт-Петербург,Ленинградская обл., Петергофское шоссе, д. 72, к. 5|ПВЗ|ПВЗ: Ozon: 7802-299|Ежедневно: 10-20|59.845469|30.116343
5005-077|город Мытищи,Московская обл., Юбилейная ул., д. 36|Постамат|Постамат: PickPoint: 5005-077: ТЦ Феникс|Ежедневно: 8-22|55.905755|37.706955
7802-300|город Санкт-Петербург,Ленинградская обл., Комсомола ул., д. 35Ж|ПВЗ|ПВЗ: Lamoda: 7802-300|Ежедневно: 10-21|59.956349|30.358709
7702-671|город Москва,Московская обл., 2 Владимирская ул., д. 52, к. 2|ПВЗ|ПВЗ: Lamoda: 7702-671|Ежедневно: 10-21|55.746335|37.78659
7802-301|город Санкт-Петербург,Ленинградская обл., Лермонтовский пр-кт, д. 55|ПВЗ|ПВЗ: Lamoda: 7802-301|Ежедневно: 10-20|59.910853|30.297336
3605-015|город Воронеж,Воронежская обл., Ольховый пер., д. 2А|Постамат|Постамат: PickPoint: 3605-015: Магазин Винегрет|Ежедневно: 8-23|51.647353|39.23445
2705-017|город Хабаровск,Хабаровский край, Краснореченская ул.,  д. 90, к. 2|Постамат|Постамат: PickPoint: 2705-017: Магазин Самбери|Ежедневно: 8-23|48.415249|135.108267
2305-042|город Краснодар,Краснодарский край, Колхозная ул., д. 73/1|Постамат|Постамат: PickPoint: 2305-042: Магазин Радуга|Круглосуточно|45.058084|38.989079
5405-140|город Новосибирск,Новосибирская обл., Линейная ул., д. 29|Постамат|Постамат: PickPoint: 5405-140: Магнит|Ежедневно: 8-22|55.048927|82.901453
5005-500|город Долгопрудный,Московская обл., Спортивная ул., д. 9Б|Постамат|Постамат: PickPoint: 5005-500: Фикс-Прайс|Ежедневно: 9-21|55.940876|37.498117
1505-006|город Владикавказ,Северная Осетия-Алания респ., Гагкаева ул., д. 1Б|Постамат|Постамат: PickPoint: 1505-006: ТЦ Стейтон|Ежедневно: 9-21|43.052101|44.621656
6425-007|город Балаково,Саратовская обл., Трнавская ул., д. 61|Постамат|Постамат: PickPoint: 6425-007: ТЦ Энергетик|Ежедневно: 8-22|52.027197|47.834624
7801-127|город Санкт-Петербург,Ленинградская обл., Савушкина ул., д. 119   к. 3 литера А|Постамат|Постамат: PickPoint: 7801-127: Окей|Ежедневно: 8-23|59.98868|30.225534
2301-051|город Краснодар,Краснодарский край, Дальний проезд, д. 9, к. 2|Постамат|Постамат: PickPoint: 2301-051: Магазин Smoking Shop|Ежедневно: 11-22|45.063458|38.964273
5002-920|город Воскресенск,Московская обл., Спартака ул., д. 6Б|ПВЗ|ПВЗ: Ozon: 5002-920: Торговый павильон|Ежедневно: 9-21|55.274899|38.744783
2412-013|город Норильск,Красноярский край, Нансена ул., д. 70|ПВЗ|ПВЗ: МТС: 2412-013|Ежедневно: 10-21|69.359069|88.171406
9902-077|город Москва,Московская обл., Маросейка ул., д. 4/2, стр. 1|ПВЗ|ПВЗ: МТС: Маросейка|Ежедневно: 8-21:30|55.757384|37.633706
7802-543|город Санкт-Петербург,Ленинградская обл., Сенная пл., д. 4|ПВЗ|ПВЗ: МТС: 7802-543|Ежедневно: 9-21|59.926363|30.318788
7192-032|город Щекино,Тульская обл., Юбилейная ул., д. 19Б|ПВЗ|ПВЗ: МТС: 7192-032|Ежедневно: 9-20|54.02369|37.498483
4291-006|город Белово,Кемеровская обл., Ленина ул., д. 5|Постамат|Постамат: PickPoint: 4291-006: ТРЦ Акварель|Ежедневно: 10-22|54.420778|86.308875
5005-533|город Павловская Слобода,Московская обл., Октябрьская ул., д. 1|Постамат|Постамат: PickPoint: 5005-533: ТЦ Октябрь|Ежедневно: 9-21|55.813566|37.088258
5005-531|город Раменское,Московская обл., Свободы ул., д. 6А|Постамат|Постамат: PickPoint: 5005-531: Аптека|Ежедневно: 9-21|55.578006|38.230226
5005-524|город Домодедово,Московская обл., Вокзальная 1-я ул., д. 28Б|Постамат|Постамат: Халва: 5005-524: Магнит Косметик|Ежедневно: 9:30-21|55.270415|37.893966
7805-331|город Кудрово,Ленинградская обл., Столичная ул., д. 4, к. 2|Постамат|Постамат: Халва: 7805-331: Магнит Косметик|Ежедневно: 10-22|59.899536|30.51789
4705-035|город Пушкин,Ленинградская обл., Железнодорожная ул., д. 24А|Постамат|Постамат: Халва: 4705-035: Магнит Косметик|Ежедневно: 10-21|59.724932|30.427619
7805-329|город Санкт-Петербург,Ленинградская обл., Дальневосточный пр-кт, д. 25, к. 1|Постамат|Постамат: Халва: 7805-329: Магнит Косметик|Ежедневно: 10-22|59.903223|30.45342
7805-328|город Санкт-Петербург,Ленинградская обл., Тельмана ул., д. 48, к. 1|Постамат|Постамат: Халва: 7805-328: ТЦ Барс|Ежедневно: 10-21|59.893084|30.483636
5105-010|город Мурманск,Мурманская обл., Нахимова ул., д. 14|Постамат|Постамат: Халва: 5105-010: Магнит Косметик|Ежедневно: 10-21|69.023161|33.086159
5005-523|город Одинцово (Одинцовский),Московская обл., Молодежная ул., д. 36Б|Постамат|Постамат: Халва: 5005-523: Магнит Косметик|Ежедневно: 9-21|55.67456|37.265181
7705-604|город Москва,Московская обл., Верхние поля ул., д. 45А|Постамат|Постамат: Халва: 7705-604: Магнит Косметик|Ежедневно: 10-22|55.667901|37.776186
7705-603|город Москва,Московская обл., Перерва ул., д. 38|Постамат|Постамат: Халва: 7705-603: Магнит Косметик|Ежедневно: 10-22|55.653004|37.735135
7705-602|город Москва,Московская обл., Суздальская ул., д. 26А|Постамат|Постамат: Халва: 7705-602: ТЦ Восход|Ежедневно: 10-22|55.743249|37.859875
7802-546|город Санкт-Петербург,Ленинградская обл., Просвещения пр-кт, д. 87, к. 1|ПВЗ|ПВЗ: МТС: 7802-546|Ежедневно: 9-21|60.036097|30.414521
1405-022|город Якутск,Саха (Якутия) респ., Каландарашвили ул., д. 42/1|Постамат|Постамат: PickPoint: 1405-022: ТЦ Пирамида|Ежедневно: 10-20|62.023118|129.699616
3702-031|город Иваново,Ивановская обл., Ванцетти ул., д. 18|ПВЗ|ПВЗ: PickPoint: 3702-031|Ежедневно: 10-21|57.000886|40.99354
5001-249|город Химки,Московская обл., Юбилейный пр-кт, д. 36|Постамат|Постамат: PickPoint: 5001-249: ТЦ Наш дом Химки|Ежедневно: 9-22|55.88715|37.421326
7705-098|город Москва,Московская обл., Хабаровская ул., д. 6  к. 1|Постамат|Постамат: PickPoint: 7705-098: Фикс-Прайс|Ежедневно: 9-21|55.817633|37.828416
2312-006|город Новороссийск,Краснодарский край, Пархоменко ул.,  д. 30|ПВЗ|ПВЗ: PickPoint: 2312-006|Ежедневно: 10-19|44.710057|37.776333
7705-609|город Москва,Московская обл., Рублевское шоссе, д. 16, к. 3|Постамат|Постамат: Халва: 7705-609: Зоомагазин|Ежедневно: 9-21|55.74068|37.436374
7701-148|город Москва,Московская обл., 9 Парковая ул., вл. 61А, стр. 1|Постамат|Постамат: PickPoint: 7701-148: ТЦ Вектор|Пн-Пт: 10-21 (обед: 14-15); Сб-Вс: 10-19 (обед: 14-15)|55.809086|37.798396
2205-052|город Барнаул,Алтайский край, Власихинская ул., д. 67|Постамат|Постамат: PickPoint: 2205-052: Лента|Ежедневно: 8-22|53.326513|83.684875
7705-587|город Москва,Московская обл., Новогиреевская ул., д. 54|Постамат|Постамат: PickPoint: 7705-587: Продукты|Ежедневно: 9-22|55.747764|37.801256
7605-029|город Ярославль,Ярославская обл., Московский пр-кт, д. 161А|Постамат|Постамат: PickPoint: 7605-029: ТК Кресты|Ежедневно: 9-20|57.57824|39.848541
7705-610|город Москва,Московская обл., Маршала Рокоссовского б-р, д. 39/22|Постамат|Постамат: Халва: 7705-610: Ozon|Ежедневно: 9-21|55.817486|37.710916
6905-025|город Тверь,Тверская обл., поселок Химинститута д. 34А|Постамат|Постамат: Халва: 6905-025: Магнит Косметик|Ежедневно: 9-20:30|56.798975|36.030528
5005-502|город Коломна,Московская обл., Фрунзе ул., д. 41|Постамат|Постамат: Халва: 5005-502: Магнит Косметик|Ежедневно: 10-21|55.082396|38.775194
6305-025|город Самара,Самарская обл., 7-й квартал, д. 3|Постамат|Постамат: PickPoint: 6305-025: Магазин Купи Тут|Ежедневно: 9-22|53.296407|50.285345
2405-023|город Красноярск,Красноярский край, Амурская ул., д. 30|Постамат|Постамат: PickPoint: 2405-023: Магазин Батон|Ежедневно: 9-22|55.987916|93.015553
1625-026|город Набережные Челны,Татарстан респ., 40 лет Победы ул., д. 59, к. 2|Постамат|Постамат: PickPoint: 1625-026: Пятерочка|Ежедневно: 8-22|55.744777|52.439418
5005-076|город Московский,Московская обл., 1 мкр., д. 22Б|Постамат|Постамат: PickPoint: 5005-076: Фикс-Прайс|Ежедневно: 9-21|55.599016|37.350207
8635-005|город Нижневартовск,Ханты-Мансийский авт. округ-Югра, Нефтяников ул., д. 19|Постамат|Постамат: PickPoint: 8635-005: ТК Империя|Ежедневно: 8-21|60.940634|76.577066
0705-002|город Нальчик,Кабардино-Балкарская респ., Идарова ул., д. 6|Постамат|Постамат: PickPoint: 0705-002: Фикс-Прайс|Ежедневно: 9-21|43.488974|43.642223
2505-027|город Владивосток,Приморский край, Крыгина ул.,  д. 23|Постамат|Постамат: PickPoint: 2505-027: ТЦ Ярмарка на Крыгина|Ежедневно: 8-23|43.089305|131.860862
7801-130|город Санкт-Петербург,Ленинградская обл., Коломяжский пр-кт, д. 15, к. 2 литера А|Постамат|Постамат: PickPoint: 7801-130: ТЦ Купеческий Двор|Ежедневно: 11-21|60.002384|30.29914
1805-060|город Ижевск,Удмуртская респ., Ленина ул., д. 166А|Постамат|Постамат: PickPoint: 1805-060: ТЦ Кедр|Ежедневно: 9-21|56.843555|53.297836
5002-535|город Пушкино,Московская обл., Московский пр-кт, д. 59|ПВЗ|ПВЗ: Ozon: 5002-535: ТЦ Круиз|Ежедневно: 10-21|55.996996|37.862411
1005-022|город Петрозаводск,Карелия респ., р-н Древлянка, б-р Интернационалистов, д 25|Постамат|Постамат: PickPoint: 1005-022: ТЦ Весна|Ежедневно: 10-20|61.763669|34.314695
5405-125|город Новосибирск,Новосибирская обл., 8-й Порт-Артурский пер., д. 76|Постамат|Постамат: PickPoint: 5405-125: ТЦ Соседи|Ежедневно: 8-22|54.983939|82.793872
0502-004|город Махачкала,Дагестан респ., пр-кт Петра 1, д 121|ПВЗ|ПВЗ: PickPoint: 0502-004|Ежедневно: 9-19|42.960981|47.550748
5002-536|город Фрязино,Московская обл., Нахимова ул., д. 14А|ПВЗ|ПВЗ: Ozon: 5002-536|Пн-Пт: 10-21; Сб-Вс: 10-19|55.958174|38.032083
5305-019|город Великий Новгород,Новгородская обл., Псковская ул., д. 42|Постамат|Постамат: Халва: 5305-019: Магнит Косметик|Ежедневно: 9-21|58.511466|31.23692
6905-026|город Тверь,Тверская обл., Луначарского ул., д. 4|Постамат|Постамат: Халва: 6905-026: Магнит Косметик|Ежедневно: 10-20|56.87502|35.852068
5005-537|город Дмитров,Московская обл., Профессиональная ул., д. 4|Постамат|Постамат: Халва: 5005-537: ТЦ Юность|Ежедневно: 9-21|56.346773|37.518993
7805-334|город Санкт-Петербург,Ленинградская обл., Туристская ул., д. 24/42|Постамат|Постамат: Халва: 7805-334: Магнит Косметик|Ежедневно: 10-22|60.000049|30.207944
5305-018|город Великий Новгород,Новгородская обл., Федоровский Ручей ул., д. 14|Постамат|Постамат: Халва: 5305-018: Магнит Косметик|Ежедневно: 9-21|58.521973|31.295688
5005-535|город Орехово-Зуево,Московская обл., Бирюкова ул., д. 41|Постамат|Постамат: Халва: 5005-535: Магнит Косметик|Ежедневно: 9-21|55.812369|38.966867
7705-616|город Москва,Московская обл., Куликовская ул.,  д. 9|Постамат|Постамат: Халва: 7705-616: ТЦ Гранд Апельсин|Ежедневно: 9-22|55.567393|37.562012
7805-332|город Санкт-Петербург,Ленинградская обл., Александра Матросова ул., д. 20, к. 2|Постамат|Постамат: Халва: 7805-332: Магнит Косметик|Ежедневно: 10-22|59.983955|30.349024
7705-615|город Москва,Московская обл., Знаменские садки ул., д. 7А, стр. 1|Постамат|Постамат: Халва: 7705-615: Магнит Косметик|Ежедневно: 9:30-21:30|55.573403|37.568765
3515-018|город Череповец,Вологодская обл., Шекснинский пр-кт, д. 25А|Постамат|Постамат: Халва: 3515-018: Магнит Косметик|Ежедневно: 9:30-21:30|59.092754|37.932422
5002-537|город Мытищи,Московская обл., Юбилейная ул., д. 40, к. 1|ПВЗ|ПВЗ: PickPoint: 5002-537|Ежедневно: 10-21|55.903524|37.704421
2701-006|город Хабаровск,Хабаровский край, Карла Маркса ул., д. 91|Постамат|Постамат: PickPoint: 2701-006: ТРЦ Большая Медведица|Ежедневно: 9-21|48.497445|135.097914
3602-042|город Воронеж,Воронежская обл., Революции пр-кт, д. 30|ПВЗ|ПВЗ: PickPoint: 3602-042|Пн-Пт: 9-19; Сб: 9-16; Вс: Выходной|51.670003|39.207905
7705-608|город Москва,Московская обл., Трофимова ул., д. 4|Постамат|Постамат: PickPoint: 7705-608|Ежедневно: 8-22|55.702947|37.662623
3305-021|город Владимир,Владимирская обл., Чайковского ул., д. 3Б|Постамат|Постамат: PickPoint: 3305-021: ТК На Чайковского|Пн-Пт: 9-19; Сб-Вс: 9-16|56.122287|40.361223
7705-598|город Москва,Московская обл., Лобненская ул., д. 5|Постамат|Постамат: PickPoint: 7705-598: Фасоль|Круглосуточно|55.888363|37.53968
7705-596|город Москва,Московская обл., 800-летия Москвы ул., д. 11, к. 6|Постамат|Постамат: PickPoint: 7705-596: Фикс-Прайс|Ежедневно: 9-21|55.88374|37.565012
5205-087|город Нижний Новгород,Нижегородская обл., Баумана ул., д. 50А|Постамат|Постамат: Халва: 5205-087: Магнит Косметик|Ежедневно: 9:30-21|56.280147|43.950938
2905-029|город Архангельск,Архангельская обл., Советская ул., д. 17|Постамат|Постамат: Халва: 2905-029: Магнит Косметик|Ежедневно: 9:30-21|64.57683|40.515877
6495-003|город Вольск,Саратовская обл., Ярославская ул., д. 27|Постамат|Постамат: PickPoint: 6495-003: Гулливер|Ежедневно: 8-22|52.058544|47.379843
4005-011|город Калуга,Калужская обл., ул В.Никитиной, д 21Б|Постамат|Постамат: PickPoint: 4005-011: Пятерочка|Ежедневно: 8-23|54.551653|36.29492
4005-012|город Калуга,Калужская обл., Калужского Ополчения ул., д. 2|Постамат|Постамат: PickPoint: 4005-012: Пятерочка|Ежедневно: 6-23|54.603305|36.267333
2401-024|город Красноярск,Красноярский край, Ястынская ул., д. 19Д|Постамат|Постамат: PickPoint: 2401-024: Лента|Ежедневно: 8-23:59|56.064047|92.948027
8605-031|город Сургут,Ханты-Мансийский авт. округ-Югра, 30 лет Победы ул., д. 46|Постамат|Постамат: PickPoint: 8605-031: ТЦ Союз|Ежедневно: 10-22|61.254069|73.433568
6805-029|город Тамбов,Тамбовская обл., Советская ул., д. 190|Постамат|Постамат: PickPoint: 6805-029: Магнит|Ежедневно: 10-21|52.745229|41.448106
5001-098|город Сергиев Посад,Московская обл., Красной Армии (пр-кт), д. 212А|Постамат|Постамат: PickPoint: 5001-098: ТЦ Манифест|Ежедневно: 10-20|56.322521|38.145647
5305-034|город Великий Новгород,Новгородская обл., Нехинская ул., д. 24, к. 1|Постамат|Постамат: PickPoint: 5305-034: ТД Нехинский|Ежедневно: 10-22|58.526723|31.225819
4005-009|город Калуга,Калужская обл., Баррикад ул., д. 157|Постамат|Постамат: PickPoint: 4005-009: Пятерочка|Ежедневно: 8-22|54.518742|36.274905
2645-003|город Невинномысск,Ставропольский край, Дунаевского ул., д. 11|Постамат|Постамат: PickPoint: 2645-003: Фикс-Прайс|Ежедневно: 9-21|44.622288|41.972614
2345-005|город Геленджик,Краснодарский край, Горького ул., д. 17|Постамат|Постамат: PickPoint: 2345-005: ТЦ Престиж|Ежедневно: 9-19|44.563202|38.081013
2301-027|город Краснодар,Краснодарский край, Солнечная ул., д. 18/3|Постамат|Постамат: PickPoint: 2301-027: Магнит|Круглосуточно|45.071466|39.0044
0795-001|город Прохладный,Кабардино-Балкарская респ., Свободы ул., д. 107|Постамат|Постамат: PickPoint: 0795-001: Продукты|Ежедневно: 8-20|43.758506|44.018545
6605-026|город Екатеринбург,Свердловская обл., Техническая ул.,  д. 63|Постамат|Постамат: PickPoint: 6605-026: ТЦ Семь Ключей|Ежедневно: 9-22|56.869004|60.522968
7705-072|город Москва,Московская обл., Елецкая ул.,  д. 35, к. 2A|Постамат|Постамат: PickPoint: 7705-072: Фикс-Прайс|Ежедневно: 9-21|55.602673|37.740633
7105-007|город Тула,Тульская обл., Кауля ул.,  д. 62А|Постамат|Постамат: PickPoint: 7105-007: Пятерочка|Ежедневно: 8-23|54.176124|37.62252
2215-004|город Бийск,Алтайский край, Петра Мерлина ул., д. 27|Постамат|Постамат: PickPoint: 2215-004: ТЦ Модный|Ежедневно: 8-18|52.530199|85.175938
2705-021|город Хабаровск,Хабаровский край, квартал ДОС (Большой Аэродром), д. 28|Постамат|Постамат: PickPoint: 2705-021|Ежедневно: 8-23|48.471801|135.120453
5005-084|город Монино,Московская обл., Генерала Белякова ул., д. 1А|Постамат|Постамат: PickPoint: 5005-084: ТЦ Монино|Ежедневно: 8-22|55.837808|38.197004
1301-005|город Саранск,Мордовия респ., Волгоградская ул., д. 71|Постамат|Постамат: PickPoint: 1301-005: ТЦ Сити-Парк|Ежедневно: 10-22|54.185636|45.216924
3405-058|город Волгоград,Волгоградская обл., ул Лимоновая, д 29|Постамат|Постамат: Халва: 3405-058: Мир Ремонта|Ежедневно: 8-19|48.587814|44.420757
7805-349|город Санкт-Петербург,Ленинградская обл., Парашютная ул., д. 61  к. 4, стр. 2|Постамат|Постамат: Халва: 7805-349: Магнит Косметик|Ежедневно: 9-21|60.037317|30.256084
7705-618|город Москва,Московская обл., Чертановская ул., д. 45А, к. 1|Постамат|Постамат: PickPoint: 7705-618|Ежедневно: 10-20|55.607255|37.592402
7702-675|город Москва,Московская обл., Звенигородское шоссе, д. 4|ПВЗ|ПВЗ: PickPoint: 7702-675: ТЦ Электроника|Ежедневно: 10-20|55.764065|37.557807
7702-676|город Москва,Московская обл., Тверской б-р, д. 20,  стр. 4|ПВЗ|ПВЗ: PickPoint: 7702-676|Ежедневно: 10-20|55.761004|37.60291
7702-677|город Москва,Московская обл., Фридриха Энгельса ул., д. 23,  стр. 4|ПВЗ|ПВЗ: PickPoint: 7702-677|Ежедневно: 9-21|55.773086|37.683622
5005-501|город Лопатино,Московская обл., Сухановская ул., д. 6|Постамат|Постамат: PickPoint: 5005-501|Ежедневно: 10-20|55.536507|37.634197
7705-619|город Москва,Московская обл., Сталеваров ул.,  д. 26, к. 1|Постамат|Постамат: PickPoint: 7705-619: Фикс-Прайс|Ежедневно: 9-21|55.75206|37.838931
3305-024|город Владимир,Владимирская обл., Безыменского ул., д. 14В|Постамат|Постамат: PickPoint: 3305-024: Магнит|Ежедневно: 8-23|56.169674|40.445918
5205-090|город Нижний Новгород,Нижегородская обл., Гагарина пр-кт, д. 19|Постамат|Постамат: PickPoint: 5205-090|Пн-Сб: 10-19; Вс: 10-17|56.301549|43.983627
6805-037|город Тамбов,Тамбовская обл., Чичерина ул., д. 48А|Постамат|Постамат: PickPoint: 6805-037: ТЦ Апельсин|Ежедневно: 8-23|52.766955|41.404536
7705-620|город Москва,Московская обл., Мастеркова ул., д. 6|Постамат|Постамат: Халва: 7705-620: ТЦ На Автозаводской|Ежедневно: 10-22|55.707902|37.656784
5005-542|город Малаховка,Московская обл., Быковское шоссе, д. 48|Постамат|Постамат: Халва: 5005-542: ТЦ Малаховское озеро|Ежедневно: 10-22|55.625293|38.011879
5005-541|город Коломна,Московская обл., Восстания пл., д. 6|Постамат|Постамат: Халва: 5005-541: ТЦ Привокзальный|Ежедневно: 9-21|55.084807|38.80289
6205-022|город Рязань,Рязанская обл., Новоселов ул., д. 58|Постамат|Постамат: Халва: 6205-022: Магнит Косметик|Ежедневно: 9-21|54.598597|39.827526
6205-021|город Рязань,Рязанская обл., Куйбышевское шоссе, д. 14|Постамат|Постамат: Халва: 6205-021: Магнит Косметик|Ежедневно: 9-21|54.603248|39.76377
6205-020|город Рязань,Рязанская обл., Терхреченская ул., д. 1, к. 1|Постамат|Постамат: Халва: 6205-020: Магнит Косметик|Ежедневно: 9:30-21:30|54.685646|39.648906
6205-019|город Рязань,Рязанская обл., Гоголя ул., д. 42|Постамат|Постамат: Халва: 6205-019: Магнит Косметик|Ежедневно: 9-21|54.602801|39.714283
6205-018|город Рязань,Рязанская обл., Полетаева ул., д. 29|Постамат|Постамат: Халва: 6205-018: Магнит Косметик|Ежедневно: 9:30-21:30|54.608822|39.718372
4805-031|город Липецк,Липецкая обл., Зои Космодемьянской ул., д. 2Б|Постамат|Постамат: Халва: 4805-031: ТЦ Матыра|Ежедневно: 9:30-21:30|52.588789|39.620299
4805-030|город Липецк,Липецкая обл., Кочеткова ул., д. 2|Постамат|Постамат: Халва: 4805-030: Магнит Косметик|Ежедневно: 9:30-21:30|52.638729|39.678119
3425-017|город Волжский,Волгоградская обл., Мира ул., д. 105А|Постамат|Постамат: Халва: 3425-017: Мир Ремонта|Ежедневно: 8-19|48.762371|44.814668
7805-363|город Санкт-Петербург,Ленинградская обл., Пулковская ул., д. 10  к. 5  лит. А|Постамат|Постамат: Халва: 7805-363: Магнит Косметик|Ежедневно: 10-22|59.835329|30.351107
5005-540|город Кубинка,Московская обл., Наро-Фоминское шоссе, д. 9, стр. 1|Постамат|Постамат: Халва: 5005-540: Магнит Косметик|Ежедневно: 9-21|55.573886|36.69509
1295-004|город Волжск,Марий Эл респ., Прохорова ул., д. 116А|Постамат|Постамат: Халва: 1295-004: Магнит Косметик|Ежедневно: 8-22|55.879899|48.353572
8911-001|город Ноябрьск,Ямало-Ненецкий авт. округ, Республики ул., д. 51|Постамат|Постамат: PickPoint: 8911-001: ТЦ Юность|Ежедневно: 10-19|63.194671|75.443446
2395-014|город Абинск,Краснодарский край, Советов ул., д. 2|Постамат|Постамат: PickPoint: 2395-014: ТЦ Восход|Ежедневно: 9-21|44.860644|38.180712
2315-009|город Новороссийск,Краснодарский край, Набережная Адмирала Серебрякова ул., д. 57|Постамат|Постамат: PickPoint: 2315-009|Ежедневно: 10-22|44.699705|37.787471
8605-013|город Сургут,Ханты-Мансийский авт. округ-Югра, Пролетарский пр-кт,  д. 11|Постамат|Постамат: PickPoint: 8605-013: ТЦ Каскад|Ежедневно: 9-22|61.249915|73.440248
7801-132|город Санкт-Петербург,Ленинградская обл., Выборгское шоссе, д. 15А|Постамат|Постамат: PickPoint: 7801-132: ТЦ Авеню|Ежедневно: 10-22|60.052807|30.311408
2495-007|город Железногорск,Красноярский край, Октябрьская ул., д. 4|Постамат|Постамат: Халва: 2495-007: Фасоль|Ежедневно: 8-23|56.249507|93.524988
1005-023|город Петрозаводск,Карелия респ., Скандинавский проезд, д. 16|Постамат|Постамат: Халва: 1005-023: Магнит Косметик|Ежедневно:9-21|61.754236|34.303014
5005-545|город Сергиев Посад,Московская обл., Птицеградская ул., д. 2Б|Постамат|Постамат: Халва: 5005-545: ТЦ Парк|Ежедневно: 10-21|56.298262|38.174627
5005-544|город Красногорск,Московская обл., Пионерская ул., д. 14|Постамат|Постамат: Халва: 5005-544: Магнит Косметик|Ежедневно: 9-21|55.827257|37.330686
5005-543|город Солнечногорск,Московская обл., Тельнова ул.,д. 3, к. 2|Постамат|Постамат: Халва: 5005-543: ТЦ Альянс|Ежедневно: 9:30-20:30|56.179184|36.985686
7705-622|город Москва,Московская обл., Каширское шоссе, д. 142, к. 1|Постамат|Постамат: Халва: 7705-622: ТЦ Каширский|Ежедневно: 10-22|55.597367|37.723475
3505-031|город Вологда,Вологодская обл., Герцена ул., д. 116|Постамат|Постамат: Халва: 3505-031: Магнит Косметик|Ежедневно: 9:30-21|59.203297|39.907483
5005-546|город Брехово,Московская обл., Лунная ул., стр. 1/1|Постамат|Постамат: Халва: 5005-546: Магнит Косметик|Ежедневно: 9-21|55.925747|37.19789
5405-068|город Новосибирск,Новосибирская обл., Романтиков ул., д. 1|Постамат|Постамат: PickPoint: 5405-068: ТЦ Дивногорский|Ежедневно: 9-22|55.024383|82.812722
5005-547|город Зеленоград,Московская обл., Центральный пр-кт, к. 438|Постамат|Постамат: PickPoint: 5005-547: ТЦ 1000 Мелочей|Ежедневно: 8-23|55.993329|37.213012
7805-086|город Санкт-Петербург,Ленинградская обл., Косыгина ул., д. 7, к. 1|Постамат|Постамат: PickPoint: 7805-086: Магазин Ладоград|Ежедневно: 10-21|59.94179|30.468429
1205-011|город Йошкар-Ола,Марий Эл респ., Ураева б-р, д. 14|Постамат|Постамат: PickPoint: 1205-011: ТЦ Ураевский|Ежедневно: 8-20|56.640229|47.922062
5002-923|город Москва,Московская обл., поселение Сосенское, деревня Сосенки, ул Сосновая, д 6|ПВЗ|ПВЗ: Ozon: 5002-923: ТЦ Уютный Дом|Ежедневно: 10-21|55.571866|37.451788
0205-063|город Уфа,Башкортостан респ., Георгия Мушникова ул., д. 13|Постамат|Постамат: Халва: 0205-063: Перекресток|Ежедневно: 9-23|54.780891|56.114719
2535-005|город Находка,Приморский край, Малиновского ул., д. 19|Постамат|Постамат: Халва: 2535-005: Магазин Золотинка|Пн-Пт: 9-19; Сб-Вс: 9-18|42.835244|132.901812
2515-005|город Уссурийск,Приморский край, Некрасова ул., д. 74|Постамат|Постамат: Халва: 2515-005: Совкомбанк|Ежедневно: 10-19|43.798405|131.952149
