ID точки|Адрес|Тип Пункта|Название пункта приема/выдачи|Время работы|Широта|Долгота
9905-356|город Москва,Московская обл., Вилиса Лациса ул., д. 13, к. 1|Постамат|Постамат: Халва: 9905-356: Ozon|Ежедневно: 10-22|55.863899|37.425495
9905-109|город Москва,Московская обл., Полярная ул., д. 6, к. 1|Постамат|Постамат: Халва: 9905-109: Магнит|Ежедневно: 8:30-23|55.873491|37.638216
5015-227|город Одинцово (Одинцовский),Московская обл., Говорова ул., д. 34|Постамат|Постамат: Халва: 5015-227: Ozon|Ежедневно: 10-22|55.689299|37.298104
5015-226|город Одинцово (Одинцовский),Московская обл., Кутузовская ул., д. 17|Постамат|Постамат: Халва: 5015-226: Ozon|Ежедневно: 10-22|55.705001|37.326608
5015-225|город Солнечногорск,Московская обл., Красная ул., д. 120|Постамат|Постамат: Халва: 5015-225: Мегадача.рф|Ежедневно: 8-20|56.188899|36.976337
5015-224|город Нахабино,Московская обл., Красноармейская ул., д. 68|Постамат|Постамат: Халва: 5015-224: Пятерочка|Ежедневно: 8-23|55.85056|37.17769
9905-355|город Москва,Московская обл., Харьковская ул., д. 4, к. 3|Постамат|Постамат: Халва: 9905-355: Торговый Центр|Ежедневно: 10-21|55.587662|37.649418
9905-106|город Москва,Московская обл., Снежная ул., д. 19|Постамат|Постамат: Халва: 9905-106: Аптека 5+|Круглосуточно|55.855093|37.649894
5015-221|город Электросталь,Московская обл., Ялагина ул., д. 11|Постамат|Постамат: Халва: 5015-221: ТЦ БонМарт|Ежедневно: 10-22|55.767879|38.427457
9905-105|город Москва,Московская обл., Полярная ул., д. 21|Постамат|Постамат: Халва: 9905-105: ТЦ Дом мебели|Ежедневно: 8-23|55.87942|37.634595
5015-220|город Видное,Московская обл., Советская ул., д. 10/1|Постамат|Постамат: Халва: 5015-220: ТЦ Солнечный|Ежедневно: 9-22|55.551084|37.702355
9905-104|город Москва,Московская обл., Митинская ул., д. 57|Постамат|Постамат: Халва: 9905-104: Ателье|Ежедневно: 9-21|55.855825|37.352336
9905-052|город Москва,Московская обл., Булатниковский проезд, д. 14, к. 7|Постамат|Постамат: Халва: 9905-052: Пятерочка|Ежедневно: 9-23|55.580955|37.657592
5015-018|город Сергиев Посад,Московская обл., Красной Армии пр-кт, д. 171|Постамат|Постамат: Халва: 5015-018: Ситилинк|Ежедневно: 8:30-22|56.316119|38.136808
5015-017|город Красногорск,Московская обл., Дачная ул., д. 11А|Постамат|Постамат: Халва: 5015-017: ТДЦ Парк Авеню|Ежедневно: 8-23:59|55.820163|37.31226
7801-129|город Санкт-Петербург,Ленинградская обл., Будапештская ул., д. 72, к. 1|Постамат|Постамат: PickPoint: 7801-129: Красное Белое|Ежедневно: 9-22|59.847227|30.389009
6901-004|город Тверь,Тверская обл., Октябрьский пр-кт, д. 30|Постамат|Постамат: PickPoint: 6901-004: Магнит|Ежедневно: 10-22|56.828839|35.894688
2802-028|город Благовещенск,Амурская обл., Зейская ул., д. 126|ПВЗ|ПВЗ: Сервисный центр Аксиома: 2802-028|Пн-Пт: 9-18; Сб-Вс: Выходной|50.259161|127.544717
7401-026|город Челябинск,Челябинская обл., Агалакова ул., д. 58|Постамат|Постамат: PickPoint: 7401-026: Аптека|Ежедневно: 9-21|55.132095|61.451756
3901-014|город Калининград,Калининградская обл., Согласия ул., д. 2|Постамат|Постамат: PickPoint: 3901-014: ТЦ Бауцентр|Ежедневно: 8-22|54.741338|20.495539
4295-009|город Белово,Кемеровская обл., 3-й мкр., д. 131|Постамат|Постамат: PickPoint: 4295-009: ТЦ Кедр|Ежедневно: 9-19|54.403472|86.27692
1605-038|город Казань,Татарстан респ., Гагарина ул., д. 24|Постамат|Постамат: Халва: 1605-038: Универмаг|Ежедневно: 8-20|55.837884|49.087306
2392-046|город Горячий Ключ,Краснодарский край, Ленина ул., д. 185Б|ПВЗ|ПВЗ: Ozon: 2392-046: ТЦ РиоПлаза|Ежедневно: 9-19|44.634631|39.133533
3112-019|город Старый Оскол,Белгородская обл., Макаренко мкр., д. 3А|ПВЗ|ПВЗ: PickPoint: 3112-019|Пн-Пт: 9-20; Сб-Вс: 10-18|51.312366|37.879898
9902-215|город Москва,Московская обл., Авиаторов ул., д. 3А|ПВЗ|ПВЗ: МТС: 9902-215: ТРЦ Небо|Ежедневно: 10-22|55.643165|37.398186
5012-100|город Реутов,Московская обл., МКАД 2 км. ул., д. 2|ПВЗ|ПВЗ: МТС: 5012-100: ТРЦ Шоколад|Ежедневно: 10-22|55.763807|37.84499
7802-623|город Санкт-Петербург,Ленинградская обл., Революции шоссе, д. 41/39|ПВЗ|ПВЗ: МТС: 7802-623: ТЦ Метрика|Ежедневно: 10-21|59.959683|30.439773
7705-799|город Москва,Московская обл., Мусы Джалиля ул., д. 6, к. 2|Постамат|Постамат: Халва: 7705-799: ТЦ Петровский|Ежедневно: 8-23|55.628254|37.74074
5012-101|город Королёв,Московская обл., Пионерская ул., д. 12|ПВЗ|ПВЗ: МТС: 5012-101: БЦ Парус|Ежедневно: 9-21|55.933143|37.842345
9902-216|город Москва,Московская обл., Ореховый б-р, д. 22А|ПВЗ|ПВЗ: МТС: 9902-216: ТРК Облака|Ежедневно: 10-22|55.612045|37.732718
5001-786|город Красногорск,Московская обл., Пришвина ул., д. 7|Постамат|Постамат: PickPoint: 5001-786: Магазин Авокадо|Ежедневно: 8-23|55.816081|37.246715
7801-361|город Санкт-Петербург,Ленинградская обл., Беринга ул., д. 27  к. 1, Литера А|Постамат|Постамат: PickPoint: 7801-361: Пекарня|Ежедневно: 9-22|59.94524|30.237213
2201-006|город Барнаул,Алтайский край, Строителей пр-кт, д. 117|Постамат|Постамат: PickPoint: 2201-006: БЦ Галактика|Ежедневно: 7-22|53.341664|83.749907
9902-218|город Москва,Московская обл., Дмитровское шоссе, д. 98|ПВЗ|ПВЗ: МТС: 9902-218: ТЦ РТС|Ежедневно: 10-20|55.879324|37.547342
9902-219|город Москва,Московская обл., Осенний б-р, д. 10|ПВЗ|ПВЗ: МТС: 9902-219: ТЦ Бульвар|Ежедневно: 9-21|55.757774|37.409002
7802-624|город Санкт-Петербург,Ленинградская обл., Новаторов б-р, д. 8А|ПВЗ|ПВЗ: МТС: 7802-624|Ежедневно: 9-22|59.850595|30.26938
7802-625|город Санкт-Петербург,Ленинградская обл., Среднеохтинский пр-кт, д. 25|ПВЗ|ПВЗ: МТС: 7802-625|Ежедневно: 9-21|59.953119|30.415455
7802-626|город Санкт-Петербург,Ленинградская обл., Богатырский пр-кт, д. 13|ПВЗ|ПВЗ: МТС: 7802-626|Ежедневно: 10-21|60.00029|30.271949
9902-220|город Москва,Московская обл., Арбат ул., д. 1|ПВЗ|ПВЗ: Guru: 9902-220|Ежедневно: 9-22|55.751817|37.599292
9902-221|город Москва,Московская обл., Тверская ул., д. 15|ПВЗ|ПВЗ: Guru: 9902-221|Ежедневно: 9-22|55.762373|37.607898
6101-019|город Ростов-на-Дону,Ростовская обл., Солженицына пр-кт, д. 24/23|Постамат|Постамат: PickPoint: 6101-019: Универсам|Ежедневно: 8-23|47.234706|39.590334
5501-013|город Омск,Омская обл., Мира пр-кт, д. 100|Постамат|Постамат: PickPoint: 5501-013: ТК Алладин|Ежедневно: 8-22|55.029464|73.248996
5501-014|город Омск,Омская обл., Комарова пр-кт, д. 2, к. 2|Постамат|Постамат: PickPoint: 5501-014: ТК Маяк|Ежедневно: 8-22|54.997607|73.282864
5501-015|город Омск,Омская обл., Ватутина ул., д. 11В|Постамат|Постамат: PickPoint: 5501-015: Пятерочка|Ежедневно: 8-22|54.98649|73.278749
5701-004|город Орел,Орловская обл., Старо-Московская ул., д. 20|Постамат|Постамат: PickPoint: 5701-004: ОЦ Фиджи|Ежедневно: 8-21|52.970219|36.088352
7802-393|город Санкт-Петербург,Ленинградская обл., Кузнечный пер., д. 2-4 , лит. Б|ПВЗ|ПВЗ: Ситилинк: 7802-393|Ежедневно: 10-21|59.927752|30.349609
7802-394|город Санкт-Петербург,Ленинградская обл., Библиотечный пер., д. 6, лит. А|ПВЗ|ПВЗ: Ситилинк: 7802-394|Ежедневно: 10-21|59.907375|30.296825
6401-009|город Саратов,Саратовская обл., Тархова ул., д. 29А/1|Постамат|Постамат: PickPoint: 6401-009: ТЦ Солнечный|Ежедневно: 8-20|51.610031|46.001282
5001-298|город Калининец,Московская обл., д. 17|Постамат|Постамат: PickPoint: 5001-298: Дикси|Ежедневно: 8-22|55.567865|36.987078
4702-143|город Колпино,Ленинградская обл., Тверская ул., д. 50|ПВЗ|ПВЗ: Ozon: 4702-143|Ежедневно: 10-20|59.737246|30.61171
6902-075|город Тверь,Тверская обл., Коминтерна ул., д. 47Б|ПВЗ|ПВЗ: Яндекс Маркет: 6902-075: ТЦ Депо|Ежедневно: 9-20|56.836244|35.896185
0502-019|город Махачкала,Дагестан респ., Юсупа Акаева ул., д. 79|ПВЗ|ПВЗ: Ozon: 0502-019|Пн-Пт: 9-19; Сб-Вс: 10-17|42.948385|47.515327
7701-858|город Москва,Московская обл., Миклухо-Маклая ул., д. 36А|Постамат|Постамат: PickPoint: 7701-858: ТЦ МЦ|Ежедневно: 10-22|55.640111|37.532951
7702-351|город Москва,Московская обл., Дмитрия Донского б-р, д. 1|ПВЗ|ПВЗ: PickPoint: 7702-351: ТРЦ Северное Сияние|Ежедневно: 10-22|55.574945|37.580232
2802-010|город Благовещенск,Амурская обл., Красноармейская ул., д. 123|ПВЗ|ПВЗ: Ozon: 2802-010|Ежедневно: 9-20|50.268749|127.539202
2405-179|город Красноярск,Красноярский край, ул 78 Добровольческой Бригады, д 26|Постамат|Постамат: PickPoint: 2405-179: Русский Разгуляйка|Ежедневно: 8-23|56.045126|92.908492
5005-743|город Раменское,Московская обл., Приборостроителей ул., д. 16А|Постамат|Постамат: Халва: 5005-743: Магазин Раменский деликатес|Ежедневно: 8-23|55.575214|38.248105
5005-742|город Воскресенск,Московская обл., Менделеева ул., д. 5|Постамат|Постамат: Халва: 5005-742: Магазин Раменский деликатес|Ежедневно: 8-20|55.322061|38.665879
5005-741|город Раменское,Московская обл., Десантная ул., д. 16|Постамат|Постамат: Халва: 5005-741: Магазин Раменский деликатес|Ежедневно: 8-20|55.568666|38.204549
7705-802|город Москва,Московская обл., Авиамоторная ул., д. 47|Постамат|Постамат: Халва: 7705-802: Магазин Подарки и цветы|Ежедневно: 9:30-21|55.750211|37.718489
3892-004|город Шелехов,Иркутская обл., 4 мкр., д. 66|ПВЗ|ПВЗ: Wildberries: 3892-004|Ежедневно: 9-21|52.208686|104.058237
2912-011|город Северодвинск,Архангельская обл., Логинова ул., д. 12|ПВЗ|ПВЗ: Ozon: 2912-011|Ежедневно: 10-20|64.596168|39.814896
3835-004|город Ангарск,Иркутская обл., 6-й мкр., д. 19|Постамат|Постамат: PickPoint: 3835-004: ТД Лола|Ежедневно: 10-20|52.518583|103.87552
7705-176|город Москва,Московская обл., Бабушкина Летчика ул., д. 7|Постамат|Постамат: PickPoint: 7705-176: Фикс-Прайс|Ежедневно: 9-21|55.8592|37.67298
5005-177|город Долгопрудный,Московская обл., Ракетостроителей пр-кт, д. 1, к. 1|Постамат|Постамат: PickPoint: 5005-177: Продукты|Ежедневно: 8-23|55.931916|37.496354
7705-183|город Москва,Московская обл., Марьинский парк ул., д. 9, к. 2|Постамат|Постамат: PickPoint: 7705-183: Продукты|Ежедневно: 8-23|55.658586|37.77652
8201-008|город Керчь,Крым респ., Маршала Еременко ул., д. 30|Постамат|Постамат: PickPoint: 8201-008: ТЦ Таир|Ежедневно: 9-20|45.362699|36.46918
7005-051|город Томск,Томская обл., Гоголя ул., д. 55|Постамат|Постамат: PickPoint: 7005-051: Мария-Ра|Ежедневно: 8-22|56.471583|84.96086
5001-788|город Долгопрудный,Московская обл., Спортивная ул., д. 13|Постамат|Постамат: PickPoint: 5001-788: Дикси|Ежедневно: 8-23|55.93855|37.497814
7101-033|город Тула,Тульская обл., Макаренко ул., д. 9Г|Постамат|Постамат: PickPoint: 7101-033: Дикси|Ежедневно: 9-22|54.166527|37.570411
7701-255|город Москва,Московская обл., Ленинградский пр-кт, д. 62А|Постамат|Постамат: PickPoint: 7701-255: ТК Галерея Аэропорт|Ежедневно: 9-23|55.801723|37.531465
0512-007|город Дербент,Дагестан респ., Агасиева пр-кт, д. 15|ПВЗ|ПВЗ: Ozon: 0512-007|Ежедневно: 9-19|42.06846|48.293043
8202-122|город Симферополь,Крым респ., Механизаторов ул., д. 51|ПВЗ|ПВЗ: Ozon: 8202-122: ТРЦ FM|Ежедневно: 9-20|44.980775|34.133744
7701-492|город Москва,Московская обл., Твардовского ул., д. 2, к. 4, стр. 1|Постамат|Постамат: PickPoint: 7701-492: Лента|Ежедневно: 8-23|55.799112|37.389618
8205-025|город Севастополь,Крым респ., Фиолентовское шоссе, д. 1/5|Постамат|Постамат: PickPoint: 8205-025: Технопарк Маяк|Ежедневно: 8-20|44.583705|33.479986
5305-005|город Великий Новгород,Новгородская обл., Зелинского ул., д. 41А|Постамат|Постамат: PickPoint: 5305-005: Пятерочка|Ежедневно: 8-23|58.537999|31.218405
5305-004|город Великий Новгород,Новгородская обл., Большая Санкт Петербургская ул., д. 130|Постамат|Постамат: PickPoint: 5305-004: Фикс-Прайс|Ежедневно: 10-21|58.565264|31.280182
7705-187|город Москва,Московская обл., Маршала Баграмяна ул., д. 8|Постамат|Постамат: PickPoint: 7705-187: Аптека|Пн-Пт: 9-21; Сб-Вс: 10-21|55.66965|37.790507
0202-137|город Уфа,Башкортостан респ., Ахметова ул., д. 291, к. 1|ПВЗ|ПВЗ: Ozon: 0202-137|Ежедневно: 9-21|54.788414|55.881858
9905-370|город Москва,Московская обл., 2-я Песчаная ул., д. 3|Постамат|Постамат: Халва: 9905-370: Дикси|Ежедневно: 8-23|55.796379|37.516102
5005-176|город Серпухов,Московская обл., Ворошилова ул., д. 163|Постамат|Постамат: PickPoint: 5005-176: Фикс-Прайс|Ежедневно: 9-21|54.929208|37.449489
9902-222|город Москва,Московская обл., Митинская ул., д. 36, к. 1|ПВЗ|ПВЗ: Мегафон: 9902-222: ТЦ Ковчег|Ежедневно: 10-22|55.846699|37.361948
5102-044|город Мурманск,Мурманская обл., Лобова ул., д. 40|ПВЗ|ПВЗ: Мегафон: 5102-044: Торговый центр|Ежедневно: 10-20|69.024062|33.087548
7311-002|город Димитровград,Ульяновская обл., Ленина пр-кт, д. 36|Постамат|Постамат: PickPoint: 7311-002: Пятерочка|Ежедневно: 8-22|54.236077|49.561796
2611-006|город Пятигорск,Ставропольский край, Московская ул., д. 69В|Постамат|Постамат: PickPoint: 2611-006: Пятерочка|Ежедневно: 8-23|44.056279|43.053566
4701-033|город Кронштадт,Ленинградская обл., Ленина пр-кт, д. 8, Литера А|Постамат|Постамат: PickPoint: 4701-033: Пятерочка|Ежедневно: 8:30-23|59.998729|29.768161
4701-030|город Пушкин,Ленинградская обл., Оранжерейная ул., д. 60А, Литера А|Постамат|Постамат: PickPoint: 4701-030: Пятерочка|Ежедневно: 9-23|59.728471|30.418474
3001-014|город Астрахань,Астраханская обл., 3-я Зеленгинская ул., д. 11|Постамат|Постамат: PickPoint: 3001-014: ТЦ Восточный|Ежедневно: 8-22|46.352606|48.078371
7801-175|город Санкт-Петербург,Ленинградская обл., Бестужевская ул., д. 7, к. 6, стр. 1|Постамат|Постамат: PickPoint: 7801-175: Пятерочка|Ежедневно: 8-23|59.984481|30.387024
7801-176|город Санкт-Петербург,Ленинградская обл., Варшавская ул., д. 122, лит. А|Постамат|Постамат: PickPoint: 7801-176: Пятерочка|Ежедневно: 8-23|59.844129|30.317853
7701-496|город Москва,Московская обл., 50 лет Октября ул., д. 11|Постамат|Постамат: PickPoint: 7701-496: Пятерочка|Ежедневно: 9-23|55.651674|37.412669
5001-260|город Одинцово (Одинцовский),Московская обл., Можайское шоссе, д. 122|Постамат|Постамат: PickPoint: 5001-260: Пятерочка|Ежедневно: 9-23|55.684698|37.309206
7801-179|город Санкт-Петербург,Ленинградская обл., Взлетная ул., д. 7  к. 1, Литера А|Постамат|Постамат: PickPoint: 7801-179: Пятерочка|Ежедневно: 9-23|59.812028|30.290401
3511-006|город Череповец,Вологодская обл., Ломоносова ул., д. 8|Постамат|Постамат: PickPoint: 3511-006: Пятерочка|Ежедневно: 9-23|59.120894|37.890175
7801-183|город Санкт-Петербург,Ленинградская обл., Зои Космодемьянской ул., д. 26, литера Д|Постамат|Постамат: PickPoint: 7801-183: Пятерочка|Ежедневно: 8-23|59.892311|30.263568
7801-186|город Санкт-Петербург,Ленинградская обл., Московское шоссе, д. 38, лит. А|Постамат|Постамат: PickPoint: 7801-186: Пятерочка|Ежедневно: 8-23|59.831847|30.344057
6311-013|город Тольятти,Самарская обл., 70 лет Октября ул., д. 31|Постамат|Постамат: PickPoint: 6311-013: ТЦ Бегемот|Ежедневно: 9-22|53.540586|49.342626
0201-022|город Уфа,Башкортостан респ., Бакалинская ул., д. 3|Постамат|Постамат: PickPoint: 0201-022: ТЦ Дуван|Ежедневно: 9-23|54.711873|55.997642
7801-190|город Санкт-Петербург,Ленинградская обл., Славы пр-кт, д. 40, к. 1, литера А|Постамат|Постамат: PickPoint: 7801-190: Пятерочка|Ежедневно: 9-23|59.861376|30.398837
7801-191|город Санкт-Петербург,Ленинградская обл., Товарищеский пр-кт, д. 8/2А|Постамат|Постамат: PickPoint: 7801-191: Пятерочка|Ежедневно: 8-23|59.91876|30.482622
5701-008|город Орел,Орловская обл., Раздольная ул., д. 31|Постамат|Постамат: PickPoint: 5701-008: Метро|Ежедневно: 7-23|53.007194|36.115329
4201-006|город Кемерово,Кемеровская обл., Инициативная ул., д. 27А|Постамат|Постамат: PickPoint: 4201-006: Пятерочка|Ежедневно: 8-22|55.3977|86.0106
4201-007|город Кемерово,Кемеровская обл., Притомский пр-кт, д. 7/4|Постамат|Постамат: PickPoint: 4201-007: Пятерочка|Ежедневно: 8-22|55.35401|86.113394
7205-003|город Тюмень,Тюменская обл., Республики ул., д. 162|Постамат|Постамат: PickPoint: 7205-003: Фикс-Прайс|Ежедневно: 9-21|57.133432|65.575929
7205-002|город Тюмень,Тюменская обл., Николая Чаплина ул., д. 115А|Постамат|Постамат: PickPoint: 7205-002: ТЦ Арбат|Ежедневно: 9-22|57.128726|65.539496
1625-008|город Набережные Челны,Татарстан респ., Мусы Джалиля пр-кт, д. 25|Постамат|Постамат: PickPoint: 1625-008: Фикс-Прайс|Ежедневно: 9-20|55.682275|52.295044
4015-002|город Обнинск,Калужская обл., Ленина пр-кт, д. 79А|Постамат|Постамат: PickPoint: 4015-002: ТД Апельсин|Ежедневно: 9-19|55.097847|36.606258
2322-059|город Сочи,Краснодарский край, Ворошиловская ул., д. 4/1|ПВЗ|ПВЗ: МТС: 2322-059|Ежедневно: 9-20:45|43.564612|39.765902
7692-016|город Переславль-Залесский,Ярославская обл., Ростовская ул., д. 5|ПВЗ|ПВЗ: МТС: 7692-016|Ежедневно: 9-19|56.739628|38.855801
9902-223|город Москва,Московская обл., Каширское шоссе, д. 26|ПВЗ|ПВЗ: МТС: 9902-223: ТРК Москворечье|Ежедневно: 10-22|55.653319|37.646139
7802-627|город Санкт-Петербург,Ленинградская обл., Савушкина ул., д. 116|ПВЗ|ПВЗ: МТС: 7802-627: Перекресток|Ежедневно: 10-22|59.985998|30.218365
3402-132|город Волгоград,Волгоградская обл., Героев Сталинграда пр-кт, д. 3А|ПВЗ|ПВЗ: МТС: 3402-132|Ежедневно: 9-19|48.517823|44.563777
3702-042|город Иваново,Ивановская обл., Ленина пр-кт, д. 57А|ПВЗ|ПВЗ: МТС: 3702-042: ТРК Никольский|Ежедневно: 9-21|57.018056|40.968405
5012-103|город Лосино-Петровский,Московская обл., Октябрьская ул., д. 1|ПВЗ|ПВЗ: МТС: 5012-103|Ежедневно: 9-21|55.869198|38.202483
9902-224|город Москва,Московская обл., Ярославское шоссе, д. 54|ПВЗ|ПВЗ: МТС: 9902-224: Лента|Ежедневно: 10-22|55.865531|37.704889
7802-628|город Санкт-Петербург,Ленинградская обл., Владимирский пр-кт, д. 23А|ПВЗ|ПВЗ: МТС: 7802-628: ТОЦ Renaissance hall|Ежедневно: 9-21|59.928194|30.346644
5502-152|город Омск,Омская обл., Комарова пр-кт, д. 6, к. 1|ПВЗ|ПВЗ: МТС: 5502-152: ТРК Маяк молл|Ежедневно: 10-21|54.996913|73.285639
7202-144|город Тюмень,Тюменская обл., Моторостроителей ул., д. 4А|ПВЗ|ПВЗ: МТС: 7202-144|Ежедневно: 10-19:45|57.107196|65.608169
5502-153|город Омск,Омская обл., 70 лет Октября ул., д. 19|ПВЗ|ПВЗ: МТС: 5502-153: ТЦ Festival City|Ежедневно: 10-21|54.980916|73.321536
5015-240|город Белоозерский,Московская обл., Молодежная ул., д. 1Ж|Постамат|Постамат: Халва: 5015-240: ТК Виктория|Ежедневно: 8-22|55.460992|38.449251
5005-748|город Королёв,Московская обл., Сакко и Ванцетти ул., д. 4А|Постамат|Постамат: Халва: Верный: Сакко и Ванцетти|Ежедневно: 8-23|55.924181|37.832312
5005-747|город Королёв,Московская обл., Пионерская ул., д. 30А|Постамат|Постамат: Халва: 5005-747: Верный|Ежедневно: 8-23|55.90848|37.827886
5005-746|город Мытищи,Московская обл., Олимпийский пр-кт, д. 13, к. 2|Постамат|Постамат: Халва: 5005-746: Верный|Ежедневно: 8-23|55.919959|37.760168
7805-419|город Санкт-Петербург,Ленинградская обл., Энгельса пр-кт, д. 113|Постамат|Постамат: Халва: 7805-419: ТЦ Бада Бум|Круглосуточно|60.037726|30.325314
7705-803|город Москва,Московская обл., Митинская ул., д. 28, к. 3|Постамат|Постамат: Халва: 7705-803|Пн-Пт: 9-22; Сб-Вс: 9-21|55.846305|37.371416
5005-744|город Краснозаводск,Московская обл., Строителей ул., д. 16А|Постамат|Постамат: Халва: 5005-744: Магнит|Ежедневно: 8-22|56.440887|38.239892
7701-859|город Москва,Московская обл., Васильцовский стан ул., д. 5, к. 2|Постамат|Постамат: PickPoint: 7701-859: Фермерские продукты|Пн-Пт: 10-21; Сб-Вс: 10-15|55.71405|37.748982
6505-018|город Южно-Сахалинск,Сахалинская обл., Больничная ул., 2, к. 1|Постамат|Постамат: PickPoint: 6505-018: Супермаркет|Ежедневно: 8-22|46.926258|142.757689
3505-035|город Вологда,Вологодская обл., Псковская ул., д. 2|Постамат|Постамат: PickPoint: 3505-035: ТЦ Псковский|Круглосуточно|59.201057|39.829386
7705-806|город Москва,Московская обл., Медынская ул., д. 5А, к. 1|Постамат|Постамат: Халва: Киберклуб CyberX|Круглосуточно|55.590597|37.647316
5005-753|город Коломна,Московская обл., Девичье поле ул., д. 10А|Постамат|Постамат: Халва: 5005-753: ТЦ Колизей|Ежедневно: 8-23|55.057181|38.745775
2892-002|город Свободный,Амурская обл., Ленина ул., д. 21, пом. 2|ПВЗ|ПВЗ: PickPoint: 2892-002|Пн-Пт: 9-18; Сб-Вс: 9-16|51.365828|128.141298
6605-054|город Екатеринбург,Свердловская обл., 40-летия Комсомола ул., д. 12|Постамат|Постамат: PickPoint: 6605-054: Верный|Ежедневно: 9-22|56.832639|60.693693
7005-026|город Томск,Томская обл., Сергея Лазо ул., д. 16|Постамат|Постамат: PickPoint: 7005-026: Фикс-Прайс|Ежедневно: 9-21|56.51735|85.032833
5005-749|город Островцы,Московская обл., Молодежная ул., д. 47|Постамат|Постамат: Халва: 5005-749: Магазин Раменский деликатес|Ежедневно: 9-21|55.601569|37.980644
7705-805|город Москва,Московская обл., Новотушинский проезд, д. 10, к. 2|Постамат|Постамат: Халва: 7705-805: ТЦ Родник|Ежедневно: 9-22|55.840487|37.380929
5005-750|город Воскресенск,Московская обл., Железнодорожная ул., д. 18А|Постамат|Постамат: Халва: 5005-750: Магазин Раменский деликатес|Ежедневно: 8-20|55.325477|38.685001
3505-001|город Вологда,Вологодская обл., Ленинградская ул., д. 81|Постамат|Постамат: PickPoint: 3505-001: ТЦ Арка|Ежедневно: 10-20|59.209293|39.846833
5002-712|город Химки,Московская обл., Родионова ул., д. 5|ПВЗ|ПВЗ: PickPoint: 5002-712|Пн-Пт: 10-20; Сб-Вс: 10-19|55.906017|37.404456
5002-713|город Ступино,Московская обл., Тургенева ул., д. 15/24|ПВЗ|ПВЗ: Ozon: 5002-713|Ежедневно: 10-20|54.888684|38.087234
9902-225|город Москва,Московская обл., Волгоградский пр-кт, д. 177|ПВЗ|ПВЗ: МТС: 9902-225: ТЦ Волгоградский|Ежедневно: 10-22|55.70214|37.795574
5012-108|город Красногорск,Московская обл., Ленина ул., д. 55|ПВЗ|ПВЗ: МТС: 5012-108|Ежедневно: 9-21|55.835407|37.298575
9902-226|город Москва,Московская обл., Пятницкое шоссе, д. 18|ПВЗ|ПВЗ: МТС: 9902-226: ТК Митинский радиорынок|Ежедневно: 9-20|55.844334|37.383633
7802-629|город Санкт-Петербург,Ленинградская обл., Московский пр-кт, д. 208|ПВЗ|ПВЗ: МТС: 7802-629|Ежедневно: 9-21|59.855642|30.321941
5012-105|город Октябрьский (Люберецкий),Московская обл., Ленина ул., д. 39Б|ПВЗ|ПВЗ: МТС: 5012-105: ТЦ Октябренок|Ежедневно: 9-21|55.608122|37.977652
5012-106|город Горки-10,Московская обл., д. 30А|ПВЗ|ПВЗ: МТС: 5012-106: ТЦ Новый|Ежедневно: 9-20|55.706386|37.020965
5012-109|город Химки,Московская обл., Московская ул., д. 14А|ПВЗ|ПВЗ: МТС: 5012-109: ТГ Citrus|Ежедневно: 10-22|55.894116|37.449812
7802-630|город Санкт-Петербург,Ленинградская обл., Заневский пр-кт, д. 67/2, лит. А|ПВЗ|ПВЗ: МТС: 7802-630: ТРК Заневский каскад|Ежедневно: 10-22|59.933027|30.437644
5012-110|город Подольск,Московская обл., Ленина пр-кт, д. 16Д|ПВЗ|ПВЗ: МТС: 5012-110|Ежедневно: 9-21|55.359952|37.520994
9902-237|город Москва,Московская обл., Миклухо-Маклая ул., д. 32А|ПВЗ|ПВЗ: МТС: 9902-237: ТЦ Капитолий|Ежедневно: 10-22|55.641031|37.530355
7802-631|город Санкт-Петербург,Ленинградская обл., Культуры пр-кт, д. 41|ПВЗ|ПВЗ: МТС: 7802-631: ТРК Парк Хаус|Ежедневно: 10-21:30|60.053224|30.389656
9902-238|город Москва,Московская обл., Снежная ул., д. 26|ПВЗ|ПВЗ: МТС: 9902-238: БЦ Снежная|Ежедневно: 9-21|55.854997|37.653388
4701-077|город Шушары,Ленинградская обл., Ростовская ул., д. 20|Постамат|Постамат: PickPoint: 4701-077: ТЦ Грин Парк|Ежедневно: 10-22|59.742919|30.47284
7702-868|город Москва,Московская обл., Родниковая ул., д. 16|ПВЗ|ПВЗ: Ozon: 7702-868|Ежедневно: 11-21|55.635172|37.384882
5002-714|город Балашиха,Московская обл., Октябрьская ул., д. 5|ПВЗ|ПВЗ: PickPoint: 5002-714|Ежедневно: 10-21|55.805149|37.980582
5001-790|город Томилино,Московская обл., Гоголя ул., д. 18/4|Постамат|Постамат: PickPoint: 5001-790: ТЦ Лэнд|Ежедневно: 9-20|55.668828|37.952967
4705-083|город Выборг,Ленинградская обл., Транспортная ул., д. 1|Постамат|Постамат: Халва: Магнит Семейный: Транспортная|Ежедневно: 8-23:59|60.700581|28.784259
5005-752|город Жуковский,Московская обл., Ломоносова ул., д. 10|Постамат|Постамат: Халва: 5005-752: Магазин Раменский деликатес|Ежедневно: 8-21|55.591645|38.12183
7305-002|город Ульяновск,Ульяновская обл., Ульяновский пр-кт, д. 24|Постамат|Постамат: PickPoint: 7305-002: ТЦ СтройГрад|Пн-Пт: 8:30-19; Сб-Вс: 8:30-17|54.37928|48.576333
